job,operation,machine,processing_time,energy_consumption
0,0,0,20,7
0,0,1,7,4
0,0,2,15,7
0,0,3,17,7
0,1,0,18,2
0,1,1,12,6
0,1,2,13,7
0,1,3,16,4
0,2,0,12,10
0,2,1,26,10
0,2,2,15,5
0,2,3,20,5
0,3,0,7,5
0,3,1,8,10
0,3,2,7,10
0,3,3,4,10
1,4,0,19,5
1,4,1,10,5
1,4,2,18,4
1,4,3,20,6
1,5,0,26,7
1,5,1,16,6
1,5,2,22,5
1,5,3,14,5
1,6,0,23,6
1,6,1,24,7
1,6,2,25,2
1,6,3,26,4
1,7,0,8,5
1,7,1,2,4
1,7,2,9,1
1,7,3,6,1
2,8,0,12,8
2,8,1,5,7
2,8,2,6,8
2,8,3,11,4
2,9,0,16,4
2,9,1,7,5
2,9,2,15,9
2,9,3,10,9
2,10,0,11,6
2,10,1,20,3
2,10,2,13,6
2,10,3,9,4
2,11,0,18,4
2,11,1,16,5
2,11,2,24,6
2,11,3,17,8
3,12,0,20,2
3,12,1,15,6
3,12,2,10,6
3,12,3,23,6
3,13,0,20,4
3,13,1,15,4
3,13,2,9,2
3,13,3,13,1
3,14,0,17,1
3,14,1,9,5
3,14,2,10,1
3,14,3,20,5
3,15,0,21,4
3,15,1,18,2
3,15,2,24,6
3,15,3,29,3
4,16,0,8,6
4,16,1,10,6
4,16,2,6,7
4,16,3,3,6
4,17,0,13,4
4,17,1,12,6
4,17,2,9,7
4,17,3,15,4
4,18,0,8,7
4,18,1,16,6
4,18,2,2,8
4,18,3,4,5
4,19,0,11,6
4,19,1,23,1
4,19,2,20,2
4,19,3,14,4
5,20,0,18,3
5,20,1,16,8
5,20,2,19,5
5,20,3,19,5
5,21,0,7,7
5,21,1,5,5
5,21,2,8,9
5,21,3,18,9
5,22,0,17,6
5,22,1,15,5
5,22,2,25,6
5,22,3,22,1
5,23,0,19,2
5,23,1,16,4
5,23,2,23,4
5,23,3,13,5
6,24,0,11,7
6,24,1,6,8
6,24,2,13,9
6,24,3,13,5
6,25,0,8,5
6,25,1,20,10
6,25,2,13,8
6,25,3,12,5
6,26,0,21,5
6,26,1,21,7
6,26,2,19,6
6,26,3,15,8
6,27,0,11,3
6,27,1,13,5
6,27,2,16,1
6,27,3,14,1
7,28,0,26,3
7,28,1,28,4
7,28,2,29,5
7,28,3,31,4
7,29,0,12,5
7,29,1,3,8
7,29,2,3,8
7,29,3,8,8
7,30,0,13,5
7,30,1,11,4
7,30,2,9,3
7,30,3,10,5
7,31,0,11,5
7,31,1,16,8
7,31,2,12,5
7,31,3,16,5
8,32,0,11,2
8,32,1,11,3
8,32,2,9,6
8,32,3,12,5
8,33,0,4,7
8,33,1,10,5
8,33,2,8,8
8,33,3,2,8
8,34,0,11,6
8,34,1,14,5
8,34,2,8,1
8,34,3,11,6
8,35,0,22,5
8,35,1,23,4
8,35,2,31,5
8,35,3,30,7
9,36,0,21,2
9,36,1,9,6
9,36,2,9,2
9,36,3,10,3
9,37,0,12,3
9,37,1,13,5
9,37,2,19,6
9,37,3,14,2
9,38,0,5,6
9,38,1,15,8
9,38,2,15,8
9,38,3,14,5
9,39,0,10,9
9,39,1,9,5
9,39,2,12,6
9,39,3,14,5
