job,operation,machine,processing_time,energy_consumption
0,0,0,21,4
0,0,1,24,6
0,0,2,22,7
0,0,3,29,8
0,0,4,31,3
0,0,5,23,6
0,1,0,17,3
0,1,1,15,8
0,1,2,14,4
0,1,3,25,7
0,1,4,16,8
0,1,5,23,3
0,2,0,27,4
0,2,1,23,7
0,2,2,22,6
0,2,3,24,9
0,2,4,19,7
0,2,5,32,5
0,3,0,8,7
0,3,1,13,7
0,3,2,1,4
0,3,3,12,5
0,3,4,9,7
0,3,5,11,3
0,4,0,19,4
0,4,1,22,8
0,4,2,11,8
0,4,3,9,9
0,4,4,17,9
0,4,5,13,6
0,5,0,14,4
0,5,1,15,7
0,5,2,13,8
0,5,3,14,7
0,5,4,20,4
0,5,5,24,3
1,6,0,2,1
1,6,1,6,3
1,6,2,3,1
1,6,3,9,1
1,6,4,6,2
1,6,5,13,1
1,7,0,17,4
1,7,1,23,3
1,7,2,21,5
1,7,3,28,1
1,7,4,24,4
1,7,5,28,2
1,8,0,23,2
1,8,1,29,3
1,8,2,19,3
1,8,3,17,4
1,8,4,24,2
1,8,5,26,5
1,9,0,11,4
1,9,1,15,3
1,9,2,7,3
1,9,3,9,3
1,9,4,8,6
1,9,5,12,3
1,10,0,26,6
1,10,1,26,2
1,10,2,26,4
1,10,3,26,4
1,10,4,32,5
1,10,5,23,7
1,11,0,24,8
1,11,1,15,8
1,11,2,13,7
1,11,3,19,5
1,11,4,15,5
1,11,5,16,5
2,12,0,10,4
2,12,1,11,3
2,12,2,12,8
2,12,3,11,5
2,12,4,12,5
2,12,5,9,5
2,13,0,19,5
2,13,1,12,9
2,13,2,11,4
2,13,3,20,6
2,13,4,10,6
2,13,5,10,9
2,14,0,29,2
2,14,1,17,2
2,14,2,23,3
2,14,3,24,2
2,14,4,30,2
2,14,5,18,2
2,15,0,14,1
2,15,1,14,2
2,15,2,26,6
2,15,3,15,5
2,15,4,20,6
2,15,5,27,5
2,16,0,10,7
2,16,1,12,8
2,16,2,8,5
2,16,3,9,5
2,16,4,5,10
2,16,5,6,5
2,17,0,19,5
2,17,1,18,6
2,17,2,26,6
2,17,3,20,4
2,17,4,18,7
