job,operation,machine,processing_time,energy_consumption
0,0,0,3,6
0,0,1,3,1
0,0,2,12,4
0,0,3,10,2
0,1,0,10,4
0,1,1,15,8
0,1,2,17,6
0,1,3,10,4
0,2,0,16,8
0,2,1,9,8
0,2,2,16,5
0,2,3,19,5
0,3,0,22,6
0,3,1,18,9
0,3,2,17,6
0,3,3,20,9
0,4,0,24,4
0,4,1,20,6
0,4,2,17,4
0,4,3,13,9
0,5,0,14,7
0,5,1,10,3
0,5,2,15,8
0,5,3,9,6
1,6,0,26,3
1,6,1,21,6
1,6,2,31,2
1,6,3,24,4
1,7,0,4,8
1,7,1,5,6
1,7,2,10,4
1,7,3,13,6
1,8,0,9,7
1,8,1,8,6
1,8,2,7,6
1,8,3,11,5
1,9,0,21,7
1,9,1,21,3
1,9,2,16,7
1,9,3,12,2
1,10,0,11,7
1,10,1,8,8
1,10,2,11,5
1,10,3,1,5
1,11,0,19,4
1,11,1,22,6
1,11,2,17,4
1,11,3,22,5
2,12,0,14,2
2,12,1,20,5
2,12,2,11,3
2,12,3,20,2
2,13,0,20,9
2,13,1,31,9
2,13,2,27,6
2,13,3,32,10
2,14,0,29,5
2,14,1,29,2
2,14,2,23,7
2,14,3,27,3
2,15,0,15,5
2,15,1,23,8
2,15,2,15,9
2,15,3,16,7
2,16,0,6,3
2,16,1,13,5
2,16,2,9,5
2,16,3,6,6
2,17,0,25,8
2,17,1,13,7
2,17,2,22,8
2,17,3,23,4
3,18,0,19,8
3,18,1,27,4
3,18,2,31,6
3,18,3,21,5
3,19,0,14,3
3,19,1,21,5
3,19,2,10,5
3,19,3,22,5
3,20,0,14,5
3,20,1,28,8
3,20,2,14,3
3,20,3,17,4
3,21,0,12,1
3,21,1,25,6
3,21,2,15,2
3,21,3,17,6
3,22,0,8,5
3,22,1,6,7
3,22,2,8,4
3,22,3,8,6
3,23,0,25,10
3,23,1,19,10
3,23,2,24,6
3,23,3,25,5
4,24,0,18,2
4,24,1,18,3
4,24,2,9,6
4,24,3,16,6
4,25,0,11,7
4,25,1,10,9
4,25,2,10,7
4,25,3,17,5
4,26,0,16,6
4,26,1,15,6
4,26,2,16,6
4,26,3,10,9
4,27,0,7,9
4,27,1,15,6
4,27,2,4,5
4,27,3,13,9
4,28,0,20,3
4,28,1,16,3
4,28,2,26,3
4,28,3,23,3
4,29,0,10,7
4,29,1,19,6
4,29,2,14,10
4,29,3,15,10
5,30,0,24,6
5,30,1,17,5
5,30,2,25,5
5,30,3,23,8
5,31,0,9,8
5,31,1,11,7
5,31,2,9,6
5,31,3,3,6
5,32,0,19,2
5,32,1,20,1
5,32,2,28,3
5,32,3,23,6
5,33,0,14,7
5,33,1,10,3
5,33,2,14,7
5,33,3,17,6
5,34,0,21,8
5,34,1,21,7
5,34,2,12,7
5,34,3,12,4
5,35,0,9,7
5,35,1,11,5
5,35,2,18,7
5,35,3,23,10
6,36,0,19,5
6,36,1,8,7
6,36,2,14,3
6,36,3,15,5
6,37,0,18,4
6,37,1,11,8
6,37,2,16,4
6,37,3,15,7
6,38,0,14,6
6,38,1,2,2
6,38,2,13,3
6,38,3,7,4
6,39,0,23,8
6,39,1,17,5
6,39,2,21,7
6,39,3,20,6
6,40,0,19,5
6,40,1,27,6
6,40,2,19,5
6,40,3,27,5
6,41,0,8,9
6,41,1,11,6
6,41,2,16,8
6,41,3,11,7
7,42,0,25,9
7,42,1,21,9
7,42,2,15,5
7,42,3,20,5
7,43,0,21,7
7,43,1,26,5
7,43,2,22,5
7,43,3,31,8
7,44,0,1,8
7,44,1,9,7
7,44,2,15,5
7,44,3,6,6
7,45,0,26,3
7,45,1,29,3
7,45,2,24,1
7,45,3,21,5
7,46,0,16,2
7,46,1,16,2
7,46,2,17,4
7,46,3,6,6
7,47,0,3,6
7,47,1,9,3
7,47,2,11,6
7,47,3,7,6
8,48,0,8,10
8,48,1,13,9
8,48,2,6,8
8,48,3,4,10
8,49,0,18,7
8,49,1,10,8
8,49,2,19,10
8,49,3,15,9
8,50,0,15,5
8,50,1,13,7
8,50,2,23,2
8,50,3,16,6
8,51,0,16,5
8,51,1,20,6
8,51,2,15,8
8,51,3,15,10
8,52,0,20,9
8,52,1,20,9
8,52,2,27,4
8,52,3,28,7
8,53,0,1,8
8,53,1,15,5
8,53,2,7,8
8,53,3,13,3
9,54,0,24,6
9,54,1,19,6
9,54,2,26,2
9,54,3,18,6
9,55,0,6,4
9,55,1,5,3
9,55,2,9,4
9,55,3,15,6
9,56,0,20,10
9,56,1,17,10
9,56,2,20,7
9,56,3,19,7
9,57,0,29,4
9,57,1,30,7
9,57,2,26,9
9,57,3,20,8
9,58,0,16,4
9,58,1,17,2
9,58,2,20,3
9,58,3,20,4
9,59,0,9,8
9,59,1,11,6
9,59,2,13,7
9,59,3,8,6
