job,operation,machine,processing_time,energy_consumption
0,0,0,19,4
0,0,1,26,3
0,0,2,16,5
0,1,0,13,2
0,1,1,7,7
0,1,2,12,5
0,2,0,15,9
0,2,1,26,5
0,2,2,21,8
0,3,0,23,5
0,3,1,20,10
0,3,2,17,10
1,4,0,4,1
1,4,1,8,3
1,4,2,15,1
1,5,0,15,4
1,5,1,11,5
1,5,2,8,3
1,6,0,1,7
1,6,1,7,4
1,6,2,12,8
1,7,0,19,5
1,7,1,21,2
1,7,2,10,6
2,8,0,13,4
2,8,1,19,7
2,8,2,7,7
2,9,0,32,7
2,9,1,30,8
2,9,2,19,8
2,10,0,12,7
2,10,1,9,6
2,10,2,4,7
2,11,0,17,9
2,11,1,16,5
2,11,2,10,4
3,12,0,30,9
3,12,1,18,7
3,12,2,20,5
3,13,0,9,1
3,13,1,7,5
3,13,2,6,6
3,14,0,1,4
3,14,1,9,5
3,14,2,4,5
3,15,0,23,6
3,15,1,23,7
3,15,2,26,6
4,16,0,12,6
4,16,1,6,7
4,16,2,4,8
4,17,0,7,8
4,17,1,8,5
4,17,2,7,4
4,18,0,12,9
4,18,1,17,8
4,18,2,19,9
4,19,0,15,10
4,19,1,8,5
4,19,2,9,10
5,20,0,10,7
5,20,1,16,7
5,20,2,23,4
5,21,0,25,8
5,21,1,19,8
5,21,2,17,7
5,22,0,6,2
5,22,1,7,6
5,22,2,12,6
5,23,0,5,2
5,23,1,12,4
5,23,2,3,4
6,24,0,4,6
6,24,1,7,8
6,24,2,15,5
6,25,0,17,2
6,25,1,15,2
6,25,2,17,1
6,26,0,13,8
6,26,1,12,7
6,26,2,9,8
6,27,0,17,4
6,27,1,18,8
6,27,2,19,7
7,28,0,26,3
7,28,1,16,5
7,28,2,19,5
7,29,0,30,4
7,29,1,25,5
7,29,2,20,8
7,30,0,10,4
7,30,1,19,6
7,30,2,22,4
7,31,0,10,9
7,31,1,5,9
7,31,2,10,6
8,32,0,21,6
8,32,1,16,6
8,32,2,12,2
8,33,0,5,7
8,33,1,5,5
8,33,2,15,3
8,34,0,28,6
8,34,1,17,8
8,34,2,17,8
8,35,0,7,5
8,35,1,19,7
8,35,2,11,8
9,36,0,24,5
9,36,1,16,3
9,36,2,25,1
9,37,0,30,7
9,37,1,30,7
9,37,2,26,3
9,38,0,16,6
9,38,1,9,9
9,38,2,9,5
9,39,0,27,4
9,39,1,25,7
9,39,2,29,5
10,40,0,3,5
10,40,1,16,2
10,40,2,11,6
10,41,0,5,6
10,41,1,10,2
10,41,2,7,6
10,42,0,12,6
10,42,1,3,7
10,42,2,1,7
10,43,0,26,7
10,43,1,17,2
10,43,2,19,2
11,44,0,20,4
11,44,1,16,6
11,44,2,15,3
11,45,0,25,6
11,45,1,23,7
11,45,2,26,4
11,46,0,20,2
11,46,1,24,1
11,46,2,19,5
11,47,0,19,6
11,47,1,18,9
11,47,2,20,7
