job,operation,machine,processing_time,energy_consumption
0,0,0,7,5
0,0,1,13,6
0,0,2,17,8
0,1,0,20,7
0,1,1,12,7
0,1,2,21,8
0,2,0,16,7
0,2,1,12,6
0,2,2,4,7
0,3,0,7,6
0,3,1,12,5
0,3,2,11,2
1,4,0,15,3
1,4,1,19,4
1,4,2,29,2
1,5,0,17,2
1,5,1,12,6
1,5,2,17,6
1,6,0,11,4
1,6,1,19,4
1,6,2,18,7
1,7,0,2,7
1,7,1,13,6
1,7,2,9,4
2,8,0,5,5
2,8,1,4,5
2,8,2,12,6
2,9,0,20,5
2,9,1,31,4
2,9,2,21,4
2,10,0,16,4
2,10,1,14,3
2,10,2,19,4
2,11,0,10,6
2,11,1,14,4
2,11,2,4,8
3,12,0,9,1
3,12,1,13,1
3,12,2,6,3
3,13,0,13,7
3,13,1,18,4
3,13,2,22,8
3,14,0,19,3
3,14,1,17,1
3,14,2,25,1
3,15,0,14,3
3,15,1,20,7
3,15,2,10,6
4,16,0,17,3
4,16,1,8,7
4,16,2,18,7
4,17,0,20,6
4,17,1,24,6
4,17,2,13,5
4,18,0,15,5
4,18,1,16,5
4,18,2,12,8
4,19,0,21,10
4,19,1,21,5
4,19,2,26,9
5,20,0,1,5
5,20,1,6,9
5,20,2,7,6
5,21,0,20,4
5,21,1,10,4
5,21,2,12,1
5,22,0,16,5
5,22,1,8,4
5,22,2,13,5
5,23,0,13,7
5,23,1,8,6
5,23,2,9,7
6,24,0,12,3
6,24,1,11,1
6,24,2,9,5
6,25,0,21,5
6,25,1,23,3
6,25,2,17,4
6,26,0,27,10
6,26,1,25,10
6,26,2,28,6
6,27,0,13,3
6,27,1,14,3
6,27,2,8,7
7,28,0,2,7
7,28,1,1,5
7,28,2,8,6
7,29,0,6,8
7,29,1,18,8
7,29,2,6,7
7,30,0,24,8
7,30,1,24,6
7,30,2,12,8
7,31,0,8,8
7,31,1,8,4
7,31,2,2,8
8,32,0,17,5
8,32,1,13,1
8,32,2,25,2
8,33,0,18,9
8,33,1,16,5
8,33,2,28,9
8,34,0,9,7
8,34,1,8,6
8,34,2,12,7
8,35,0,14,8
8,35,1,12,5
8,35,2,19,5
9,36,0,28,2
9,36,1,23,7
9,36,2,20,4
9,37,0,10,6
9,37,1,3,8
9,37,2,2,7
9,38,0,18,7
9,38,1,14,7
9,38,2,21,6
9,39,0,8,4
9,39,1,17,6
9,39,2,15,2
10,40,0,11,5
10,40,1,17,7
10,40,2,18,5
10,41,0,24,1
10,41,1,22,2
10,41,2,17,6
10,42,0,8,5
10,42,1,13,4
10,42,2,3,2
10,43,0,21,3
10,43,1,17,4
10,43,2,22,5
11,44,0,19,4
11,44,1,9,7
11,44,2,14,5
11,45,0,17,5
11,45,1,15,5
11,45,2,13,4
11,46,0,26,3
11,46,1,25,2
11,46,2,26,4
11,47,0,9,4
11,47,1,23,7
11,47,2,13,7
