job,operation,machine,processing_time,energy_consumption
0,0,0,5,5
0,0,1,4,4
0,0,2,13,8
0,0,3,15,3
0,1,0,21,8
0,1,1,20,6
0,1,2,20,8
0,1,3,19,4
0,2,0,16,6
0,2,1,16,3
0,2,2,19,5
0,2,3,9,6
0,3,0,13,6
0,3,1,5,6
0,3,2,9,6
0,3,3,5,7
0,4,0,13,6
0,4,1,15,6
0,4,2,20,8
0,4,3,12,4
0,5,0,25,3
0,5,1,25,3
0,5,2,14,6
0,5,3,15,8
1,6,0,14,8
1,6,1,9,7
1,6,2,1,9
1,6,3,8,5
1,7,0,13,3
1,7,1,20,2
1,7,2,22,5
1,7,3,19,4
1,8,0,25,4
1,8,1,21,3
1,8,2,21,5
1,8,3,16,7
1,9,0,10,7
1,9,1,2,8
1,9,2,1,8
1,9,3,3,6
1,10,0,9,8
1,10,1,3,6
1,10,2,9,7
1,10,3,4,8
1,11,0,2,9
1,11,1,16,10
1,11,2,6,10
1,11,3,10,7
2,12,0,13,9
2,12,1,14,6
2,12,2,21,6
2,12,3,21,5
2,13,0,18,3
2,13,1,19,5
2,13,2,16,2
2,13,3,13,2
2,14,0,18,8
2,14,1,13,4
2,14,2,22,6
2,14,3,18,6
2,15,0,17,7
2,15,1,23,9
2,15,2,23,9
2,15,3,14,5
2,16,0,12,10
2,16,1,9,6
2,16,2,12,8
2,16,3,11,7
2,17,0,14,1
2,17,1,15,5
2,17,2,14,4
2,17,3,21,5
3,18,0,8,4
3,18,1,6,5
3,18,2,9,9
3,18,3,13,8
3,19,0,13,4
3,19,1,19,5
3,19,2,9,3
3,19,3,13,6
3,20,0,10,5
3,20,1,7,4
3,20,2,13,5
3,20,3,12,4
3,21,0,17,2
3,21,1,25,5
3,21,2,25,6
3,21,3,26,1
3,22,0,14,4
3,22,1,6,8
3,22,2,8,9
3,22,3,14,4
3,23,0,10,2
3,23,1,13,4
3,23,2,16,5
3,23,3,11,2
4,24,0,8,7
4,24,1,15,2
4,24,2,13,6
4,24,3,10,6
4,25,0,29,10
4,25,1,23,7
4,25,2,26,5
4,25,3,25,8
4,26,0,6,4
4,26,1,11,8
4,26,2,10,6
4,26,3,5,7
4,27,0,6,7
4,27,1,14,7
4,27,2,1,5
4,27,3,9,4
4,28,0,9,6
4,28,1,17,3
4,28,2,14,3
4,28,3,10,5
4,29,0,8,2
4,29,1,20,4
4,29,2,18,2
4,29,3,18,5
5,30,0,3,5
5,30,1,3,7
5,30,2,4,4
5,30,3,9,7
5,31,0,6,8
5,31,1,8,7
5,31,2,17,6
5,31,3,10,7
5,32,0,12,6
5,32,1,14,6
5,32,2,23,4
5,32,3,22,2
5,33,0,19,6
5,33,1,25,2
5,33,2,20,2
5,33,3,25,7
5,34,0,18,4
5,34,1,16,3
5,34,2,23,5
5,34,3,28,6
5,35,0,24,7
5,35,1,21,8
5,35,2,21,8
5,35,3,14,6
6,36,0,21,6
6,36,1,9,5
6,36,2,20,9
6,36,3,11,5
6,37,0,5,6
6,37,1,2,8
6,37,2,8,6
6,37,3,7,8
6,38,0,10,4
6,38,1,20,4
6,38,2,12,3
6,38,3,13,3
6,39,0,9,2
6,39,1,2,7
6,39,2,7,3
6,39,3,4,6
6,40,0,14,6
6,40,1,12,3
6,40,2,8,6
6,40,3,11,2
6,41,0,21,2
6,41,1,18,1
6,41,2,18,1
6,41,3,14,4
7,42,0,20,3
7,42,1,20,2
7,42,2,11,5
7,42,3,14,4
7,43,0,18,6
7,43,1,11,5
7,43,2,10,9
7,43,3,13,9
7,44,0,15,7
7,44,1,21,9
7,44,2,20,6
7,44,3,12,9
7,45,0,25,5
7,45,1,16,6
7,45,2,27,5
7,45,3,27,5
7,46,0,8,10
7,46,1,12,10
7,46,2,7,7
7,46,3,17,5
7,47,0,19,7
7,47,1,15,8
7,47,2,6,5
7,47,3,12,5
8,48,0,23,1
8,48,1,14,2
8,48,2,23,5
8,48,3,21,4
8,49,0,14,4
8,49,1,17,1
8,49,2,21,6
8,49,3,12,5
8,50,0,24,9
8,50,1,19,8
8,50,2,16,5
8,50,3,14,8
8,51,0,12,7
8,51,1,6,7
8,51,2,4,6
8,51,3,8,3
8,52,0,18,4
8,52,1,14,6
8,52,2,4,6
8,52,3,10,2
8,53,0,6,5
8,53,1,11,7
8,53,2,7,6
8,53,3,10,8
9,54,0,10,8
9,54,1,18,7
9,54,2,21,7
9,54,3,16,10
9,55,0,14,10
9,55,1,16,7
9,55,2,19,6
9,55,3,7,9
9,56,0,5,10
9,56,1,12,5
9,56,2,3,10
9,56,3,12,9
9,57,0,26,6
9,57,1,26,4
9,57,2,30,1
9,57,3,16,5
9,58,0,16,9
9,58,1,20,10
9,58,2,15,10
9,58,3,24,6
9,59,0,17,4
9,59,1,10,6
9,59,2,10,4
9,59,3,15,4
