job,operation,machine,processing_time,energy_consumption
0,0,0,23,8
0,0,1,29,6
0,0,2,19,9
0,0,3,28,9
0,1,0,28,1
0,1,1,18,6
0,1,2,21,6
0,1,3,25,4
0,2,0,4,6
0,2,1,10,10
0,2,2,1,10
0,2,3,9,5
0,3,0,19,5
0,3,1,26,7
0,3,2,24,8
0,3,3,23,10
1,4,0,32,3
1,4,1,28,4
1,4,2,30,1
1,4,3,28,1
1,5,0,20,9
1,5,1,23,6
1,5,2,21,8
1,5,3,22,8
1,6,0,13,7
1,6,1,12,8
1,6,2,8,9
1,6,3,7,8
1,7,0,18,7
1,7,1,4,6
1,7,2,9,8
1,7,3,16,9
2,8,0,17,6
2,8,1,24,7
2,8,2,31,4
2,8,3,27,8
2,9,0,11,6
2,9,1,12,6
2,9,2,8,4
2,9,3,18,4
2,10,0,10,6
2,10,1,11,3
2,10,2,1,4
2,10,3,3,6
2,11,0,7,5
2,11,1,9,3
2,11,2,17,5
2,11,3,16,5
3,12,0,12,4
3,12,1,10,6
3,12,2,15,3
3,12,3,13,7
3,13,0,18,4
3,13,1,9,3
3,13,2,14,2
3,13,3,20,3
3,14,0,11,6
3,14,1,13,2
3,14,2,13,3
3,14,3,23,6
3,15,0,8,8
3,15,1,15,7
3,15,2,2,9
3,15,3,10,7
4,16,0,16,5
4,16,1,16,9
4,16,2,12,8
4,16,3,21,9
4,17,0,16,4
4,17,1,7,2
4,17,2,10,4
4,17,3,11,1
4,18,0,21,4
4,18,1,30,5
4,18,2,23,4
4,18,3,32,8
4,19,0,26,8
4,19,1,26,8
4,19,2,30,4
4,19,3,30,6
5,20,0,16,6
5,20,1,17,2
5,20,2,10,1
5,20,3,18,2
5,21,0,16,1
5,21,1,18,1
5,21,2,15,1
5,21,3,23,1
5,22,0,5,7
5,22,1,13,6
5,22,2,10,7
5,22,3,10,5
5,23,0,18,3
5,23,1,14,5
5,23,2,22,3
5,23,3,26,2
6,24,0,9,4
6,24,1,13,3
6,24,2,10,7
6,24,3,22,3
6,25,0,3,5
6,25,1,3,2
6,25,2,4,2
6,25,3,10,4
6,26,0,17,5
6,26,1,21,8
6,26,2,28,3
6,26,3,29,5
6,27,0,20,7
6,27,1,14,7
6,27,2,16,4
6,27,3,16,6
7,28,0,9,6
7,28,1,2,7
7,28,2,6,5
7,28,3,4,4
7,29,0,17,3
7,29,1,6,8
7,29,2,11,5
7,29,3,4,3
7,30,0,8,3
7,30,1,5,3
7,30,2,4,6
7,30,3,7,7
7,31,0,30,3
7,31,1,20,1
7,31,2,26,3
7,31,3,18,4
8,32,0,11,5
8,32,1,12,8
8,32,2,24,3
8,32,3,19,3
8,33,0,15,9
8,33,1,12,9
8,33,2,12,5
8,33,3,16,5
8,34,0,26,7
8,34,1,19,3
8,34,2,26,3
8,34,3,20,5
8,35,0,13,5
8,35,1,16,3
8,35,2,20,4
8,35,3,22,2
9,36,0,10,5
9,36,1,21,3
9,36,2,18,1
9,36,3,14,3
9,37,0,16,9
9,37,1,8,10
9,37,2,10,6
9,37,3,12,6
9,38,0,13,8
9,38,1,15,7
9,38,2,6,7
9,38,3,7,8
9,39,0,17,5
9,39,1,17,4
9,39,2,10,5
9,39,3,20,4
