job,operation,machine,processing_time,energy_consumption
0,0,0,7,4
0,0,1,7,9
0,0,2,5,7
0,0,3,6,7
0,0,4,11,7
0,0,5,6,9
0,1,0,29,5
0,1,1,18,7
0,1,2,20,6
0,1,3,22,3
0,1,4,30,3
0,1,5,19,4
0,2,0,11,5
0,2,1,8,6
0,2,2,19,2
0,2,3,16,4
0,2,4,14,3
0,2,5,18,1
0,3,0,21,8
0,3,1,22,5
0,3,2,28,9
0,3,3,22,6
0,3,4,18,7
0,3,5,19,8
0,4,0,31,5
0,4,1,28,2
0,4,2,31,6
0,4,3,23,4
0,4,4,31,3
0,4,5,24,4
0,5,0,1,2
0,5,1,7,2
0,5,2,9,4
0,5,3,3,3
0,5,4,8,3
0,5,5,2,2
1,6,0,19,6
1,6,1,14,6
1,6,2,11,8
1,6,3,15,7
1,6,4,12,10
1,6,5,12,8
1,7,0,17,4
1,7,1,10,4
1,7,2,14,2
1,7,3,11,1
1,7,4,18,5
1,7,5,19,2
1,8,0,18,2
1,8,1,11,6
1,8,2,16,5
1,8,3,6,2
1,8,4,15,2
1,8,5,17,2
1,9,0,23,10
1,9,1,14,5
1,9,2,23,9
1,9,3,15,6
1,9,4,15,6
1,9,5,18,9
1,10,0,24,6
1,10,1,20,6
1,10,2,24,4
1,10,3,17,5
1,10,4,21,4
1,10,5,18,6
1,11,0,17,2
1,11,1,19,3
1,11,2,18,2
1,11,3,17,3
1,11,4,19,6
1,11,5,17,1
2,12,0,11,5
2,12,1,14,9
2,12,2,15,9
2,12,3,10,8
2,12,4,15,6
2,12,5,11,8
2,13,0,22,6
2,13,1,18,5
2,13,2,21,8
2,13,3,23,6
2,13,4,15,8
2,13,5,21,6
2,14,0,11,6
2,14,1,6,4
2,14,2,14,1
2,14,3,12,3
2,14,4,10,5
2,14,5,18,6
2,15,0,20,6
2,15,1,28,5
2,15,2,31,1
2,15,3,25,2
2,15,4,29,3
2,15,5,25,1
2,16,0,18,7
2,16,1,6,6
2,16,2,16,10
2,16,3,7,10
2,16,4,5,9
2,16,5,19,5
2,17,0,11,9
2,17,1,14,9
2,17,2,21,6
2,17,3,10,9
2,17,4,17,7
2,17,5,21,7
3,18,0,6,6
3,18,1,19,9
3,18,2,18,5
3,18,3,6,9
3,18,4,5,9
3,18,5,10,8
3,19,0,8,5
3,19,1,19,8
3,19,2,21,7
3,19,3,14,7
3,19,4,13,8
3,19,5,22,9
3,20,0,14,4
3,20,1,22,3
3,20,2,17,7
3,20,3,15,6
3,20,4,17,6
3,20,5,14,7
3,21,0,3,4
3,21,1,13,7
3,21,2,4,5
3,21,3,12,7
3,21,4,13,6
3,21,5,3,3
3,22,0,11,5
3,22,1,12,7
3,22,2,22,3
3,22,3,19,6
3,22,4,25,7
3,22,5,23,6
3,23,0,9,6
3,23,1,18,10
3,23,2,13,7
3,23,3,12,6
3,23,4,12,7
3,23,5,10,8
4,24,0,23,8
4,24,1,21,3
4,24,2,17,8
4,24,3,11,6
4,24,4,11,7
4,24,5,19,3
4,25,0,2,9
4,25,1,6,8
4,25,2,11,9
4,25,3,9,5
4,25,4,7,9
4,25,5,2,8
4,26,0,12,8
4,26,1,12,5
4,26,2,13,7
4,26,3,6,7
4,26,4,10,7
4,26,5,11,9
4,27,0,24,4
4,27,1,21,5
4,27,2,24,6
4,27,3,26,1
4,27,4,15,2
4,27,5,14,5
4,28,0,15,4
4,28,1,16,6
4,28,2,14,7
4,28,3,13,4
4,28,4,12,7
4,28,5,13,6
4,29,0,18,3
4,29,1,26,6
4,29,2,25,3
4,29,3,23,7
4,29,4,18,3
4,29,5,26,7
5,30,0,10,7
5,30,1,5,4
5,30,2,4,7
5,30,3,15,7
5,30,4,6,6
5,30,5,14,6
5,31,0,11,3
5,31,1,9,1
5,31,2,10,3
5,31,3,10,6
5,31,4,12,2
5,31,5,20,6
5,32,0,4,3
5,32,1,6,7
5,32,2,8,5
5,32,3,3,7
5,32,4,7,3
5,32,5,5,4
5,33,0,1,7
5,33,1,9,3
5,33,2,11,5
5,33,3,3,5
5,33,4,6,3
5,33,5,13,6
5,34,0,13,5
5,34,1,4,8
5,34,2,13,6
5,34,3,9,6
5,34,4,7,5
5,34,5,12,5
5,35,0,26,8
5,35,1,22,6
5,35,2,25,8
5,35,3,21,4
5,35,4,27,6
5,35,5,30,4
6,36,0,26,7
6,36,1,17,6
6,36,2,19,5
6,36,3,26,3
6,36,4,20,3
6,36,5,29,7
6,37,0,10,2
6,37,1,7,1
6,37,2,12,6
6,37,3,6,4
6,37,4,4,6
6,37,5,2,4
6,38,0,11,6
6,38,1,12,5
6,38,2,15,5
6,38,3,9,3
6,38,4,14,2
6,38,5,10,3
6,39,0,19,10
6,39,1,6,5
6,39,2,8,6
6,39,3,13,9
6,39,4,13,9
6,39,5,5,5
6,40,0,7,9
6,40,1,14,6
6,40,2,8,10
6,40,3,5,8
6,40,4,11,9
6,40,5,15,5
6,41,0,6,6
6,41,1,19,5
6,41,2,18,6
6,41,3,7,6
6,41,4,12,7
6,41,5,6,5
7,42,0,6,7
7,42,1,10,4
7,42,2,1,2
7,42,3,4,4
7,42,4,11,3
7,42,5,1,3
7,43,0,25,9
7,43,1,21,8
7,43,2,26,7
7,43,3,27,8
7,43,4,22,6
7,43,5,24,6
7,44,0,12,1
7,44,1,11,4
7,44,2,7,5
7,44,3,7,1
7,44,4,12,3
7,44,5,4,3
7,45,0,7,6
7,45,1,11,6
7,45,2,12,7
7,45,3,12,7
7,45,4,4,5
7,45,5,10,9
7,46,0,20,8
7,46,1,20,8
7,46,2,18,6
7,46,3,24,8
7,46,4,23,8
7,46,5,14,8
7,47,0,7,5
7,47,1,9,5
7,47,2,11,5
7,47,3,8,6
7,47,4,5,7
7,47,5,2,5
8,48,0,25,5
8,48,1,27,8
8,48,2,16,4
