job,operation,machine,processing_time,energy_consumption
0,0,0,2,8
0,0,1,6,9
0,0,2,10,5
0,0,3,4,9
0,0,4,14,4
0,0,5,1,5
0,1,0,13,8
0,1,1,18,6
0,1,2,10,6
0,1,3,17,8
0,1,4,14,7
0,1,5,7,9
0,2,0,20,4
0,2,1,21,6
0,2,2,17,9
0,2,3,29,6
0,2,4,27,6
0,2,5,20,7
0,3,0,8,1
0,3,1,13,5
0,3,2,4,4
0,3,3,2,2
0,3,4,4,5
0,3,5,8,6
0,4,0,22,7
0,4,1,22,7
0,4,2,15,6
0,4,3,17,7
0,4,4,15,9
0,4,5,24,7
0,5,0,20,8
0,5,1,13,5
0,5,2,9,7
0,5,3,11,6
0,5,4,14,6
0,5,5,21,8
1,6,0,20,6
1,6,1,18,10
1,6,2,22,5
1,6,3,28,10
1,6,4,18,8
1,6,5,24,7
1,7,0,13,8
1,7,1,15,8
1,7,2,8,6
1,7,3,4,7
1,7,4,11,8
1,7,5,11,6
1,8,0,12,6
1,8,1,8,7
1,8,2,5,2
1,8,3,7,6
1,8,4,12,5
1,8,5,8,5
1,9,0,13,6
1,9,1,12,4
1,9,2,1,5
1,9,3,10,5
1,9,4,7,9
1,9,5,10,7
1,10,0,5,6
1,10,1,8,7
1,10,2,13,5
1,10,3,14,4
1,10,4,9,5
1,10,5,8,4
1,11,0,28,4
1,11,1,23,2
1,11,2,28,3
1,11,3,19,5
1,11,4,22,4
1,11,5,26,6
2,12,0,15,5
2,12,1,15,5
2,12,2,19,6
2,12,3,14,2
2,12,4,14,2
2,12,5,12,6
2,13,0,15,6
2,13,1,21,1
2,13,2,19,1
2,13,3,17,4
2,13,4,18,1
2,13,5,18,2
2,14,0,11,8
2,14,1,10,9
2,14,2,10,7
2,14,3,8,7
2,14,4,7,5
2,14,5,11,10
2,15,0,16,5
2,15,1,22,7
2,15,2,22,9
2,15,3,12,5
2,15,4,17,6
2,15,5,21,9
2,16,0,22,3
2,16,1,14,4
2,16,2,28,6
2,16,3,26,3
2,16,4,15,6
2,16,5,20,7
2,17,0,27,8
2,17,1,27,9
2,17,2,23,9
2,17,3,29,6
2,17,4,28,5
2,17,5,21,6
3,18,0,7,8
3,18,1,6,10
3,18,2,13,10
3,18,3,2,7
3,18,4,7,5
3,18,5,9,8
3,19,0,17,4
3,19,1,17,8
3,19,2,19,5
3,19,3,19,4
3,19,4,9,3
3,19,5,18,8
3,20,0,19,9
3,20,1,11,7
3,20,2,11,7
3,20,3,11,5
3,20,4,18,4
3,20,5,12,9
3,21,0,16,8
3,21,1,18,3
3,21,2,17,5
3,21,3,24,8
3,21,4,21,8
3,21,5,11,5
3,22,0,24,10
3,22,1,14,6
3,22,2,22,6
3,22,3,25,8
3,22,4,21,8
3,22,5,13,8
3,23,0,2,6
3,23,1,5,5
3,23,2,4,1
3,23,3,7,4
3,23,4,12,5
3,23,5,6,5
4,24,0,9,5
4,24,1,13,3
4,24,2,19,2
4,24,3,13,5
4,24,4,11,2
4,24,5,9,6
4,25,0,2,8
4,25,1,15,4
4,25,2,14,5
4,25,3,5,8
4,25,4,5,3
4,25,5,14,5
4,26,0,23,4
4,26,1,20,6
4,26,2,24,7
4,26,3,19,7
4,26,4,22,3
4,26,5,23,6
4,27,0,7,2
4,27,1,7,7
4,27,2,19,5
4,27,3,16,2
4,27,4,16,5
4,27,5,10,3
4,28,0,23,5
4,28,1,20,4
4,28,2,25,6
4,28,3,16,4
4,28,4,28,6
4,28,5,29,7
4,29,0,20,8
4,29,1,22,6
4,29,2,24,4
4,29,3,23,8
4,29,4,25,3
4,29,5,25,6
5,30,0,20,7
5,30,1,24,8
5,30,2,30,5
5,30,3,27,5
5,30,4,30,5
5,30,5,24,6
5,31,0,17,7
5,31,1,20,8
5,31,2,22,8
5,31,3,28,7
5,31,4,16,6
5,31,5,26,3
5,32,0,21,5
5,32,1,24,6
5,32,2,15,10
5,32,3,18,6
5,32,4,17,6
5,32,5,21,5
5,33,0,18,8
5,33,1,15,8
5,33,2,10,6
5,33,3,11,5
5,33,4,12,6
5,33,5,16,4
5,34,0,25,8
5,34,1,28,4
5,34,2,31,7
5,34,3,31,4
5,34,4,21,6
5,34,5,23,6
5,35,0,21,5
5,35,1,24,4
5,35,2,28,2
5,35,3,26,4
5,35,4,29,6
5,35,5,17,4
6,36,0,28,2
6,36,1,20,6
6,36,2,19,7
6,36,3,27,4
6,36,4,18,4
6,36,5,25,2
6,37,0,13,5
6,37,1,3,7
6,37,2,9,5
6,37,3,6,6
6,37,4,10,10
6,37,5,12,5
6,38,0,8,4
6,38,1,12,6
6,38,2,9,8
6,38,3,12,8
6,38,4,8,4
6,38,5,7,5
6,39,0,14,4
6,39,1,16,5
6,39,2,17,3
6,39,3,12,3
6,39,4,14,4
6,39,5,17,1
6,40,0,24,3
6,40,1,31,6
6,40,2,26,2
6,40,3,26,4
6,40,4,26,7
6,40,5,22,4
6,41,0,2,2
6,41,1,3,5
6,41,2,5,5
6,41,3,16,3
6,41,4,2,3
6,41,5,3,2
7,42,0,14,6
7,42,1,16,1
7,42,2,20,3
7,42,3,10,2
7,42,4,14,2
7,42,5,14,2
7,43,0,13,3
7,43,1,8,2
7,43,2,16,5
7,43,3,21,7
7,43,4,16,7
7,43,5,11,5
7,44,0,10,6
7,44,1,18,5
7,44,2,15,6
7,44,3,18,6
7,44,4,13,5
7,44,5,5,4
7,45,0,2,7
7,45,1,6,3
7,45,2,5,7
7,45,3,9,8
7,45,4,10,8
7,45,5,11,6
7,46,0,29,1
7,46,1,18,2
7,46,2,19,3
7,46,3,28,4
7,46,4,28,6
7,46,5,24,4
7,47,0,19,3
7,47,1,28,5
7,47,2,27,7
7,47,3,24,5
7,47,4,24,8
7,47,5,20,3
8,48,0,12,1
8,48,1,3,1
8,48,2,4,1
8,48,3,6,5
8,48,4,5,3
8,48,5,3,2
8,49,0,18,6
8,49,1,7,9
8,49,2,8,6
8,49,3,8,5
8,49,4,5,6
8,49,5,7,10
8,50,0,21,4
8,50,1,25,7
8,50,2,16,7
8,50,3,18,3
8,50,4,12,4
8,50,5,21,6
8,51,0,17,6
8,51,1,14,3
8,51,2,17,3
8,51,3,22,3
8,51,4,18,3
8,51,5,22,4
8,52,0,17,9
8,52,1,9,10
8,52,2,15,10
8,52,3,13,6
8,52,4,21,9
8,52,5,20,6
8,53,0,11,2
8,53,1,15,5
8,53,2,10,2
8,53,3,21,4
8,53,4,20,5
8,53,5,11,3
9,54,0,24,6
9,54,1,21,4
9,54,2,14,6
9,54,3,10,7
9,54,4,17,4
9,54,5,21,2
9,55,0,21,6
9,55,1,23,8
9,55,2,17,7
9,55,3,14,10
9,55,4,17,9
9,55,5,17,8
9,56,0,20,6
9,56,1,18,9
9,56,2,13,5
9,56,3,24,7
9,56,4,19,10
9,56,5,20,10
9,57,0,23,2
9,57,1,15,6
9,57,2,23,7
9,57,3,14,6
9,57,4,19,6
9,57,5,16,6
9,58,0,4,5
9,58,1,2,2
9,58,2,4,3
9,58,3,3,5
9,58,4,5,1
9,58,5,10,3
9,59,0,21,6
9,59,1,13,5
9,59,2,18,3
9,59,3,18,4
9,59,4,19,3
9,59,5,9,8
10,60,0,9,7
10,60,1,14,5
10,60,2,15,4
10,60,3,13,3
10,60,4,20,7
10,60,5,20,6
10,61,0,20,6
10,61,1,23,7
10,61,2,24,8
10,61,3,31,3
10,61,4,25,4
10,61,5,26,6
10,62,0,7,4
10,62,1,4,5
10,62,2,4,7
10,62,3,13,6
10,62,4,6,4
10,62,5,14,3
10,63,0,20,9
10,63,1,17,7
10,63,2,29,7
10,63,3,24,5
10,63,4,21,6
10,63,5,27,6
10,64,0,13,4
10,64,1,25,4
10,64,2,22,5
10,64,3,13,4
10,64,4,20,5
10,64,5,14,5
10,65,0,25,8
10,65,1,29,10
10,65,2,25,7
10,65,3,23,8
10,65,4,24,9
10,65,5,20,10
11,66,0,17,8
11,66,1,13,6
11,66,2,25,7
11,66,3,22,4
11,66,4,12,5
11,66,5,17,4
11,67,0,4,7
11,67,1,12,8
11,67,2,8,10
11,67,3,17,8
