job,operation,machine,processing_time,energy_consumption
0,0,0,15,8
0,0,1,12,8
0,0,2,18,3
0,0,3,10,6
0,1,0,28,5
0,1,1,17,6
0,1,2,27,4
0,1,3,19,8
0,2,0,29,6
0,2,1,28,6
0,2,2,20,7
0,2,3,22,8
0,3,0,6,4
0,3,1,12,5
0,3,2,9,5
0,3,3,10,3
0,4,0,15,5
0,4,1,10,4
0,4,2,9,5
0,4,3,7,4
0,5,0,9,6
0,5,1,8,7
0,5,2,6,7
0,5,3,9,6
1,6,0,25,6
1,6,1,19,2
1,6,2,21,7
1,6,3,20,4
1,7,0,16,6
1,7,1,11,10
1,7,2,15,7
1,7,3,10,5
1,8,0,11,8
1,8,1,2,6
1,8,2,9,8
1,8,3,4,5
1,9,0,13,9
1,9,1,17,6
1,9,2,26,5
1,9,3,18,9
1,10,0,10,2
1,10,1,19,2
1,10,2,11,2
1,10,3,16,1
1,11,0,8,9
1,11,1,6,7
1,11,2,6,8
1,11,3,5,10
2,12,0,11,3
2,12,1,16,5
2,12,2,16,3
2,12,3,12,7
2,13,0,14,6
2,13,1,6,7
2,13,2,6,3
2,13,3,18,4
2,14,0,23,6
2,14,1,29,2
2,14,2,22,5
2,14,3,28,3
2,15,0,28,9
2,15,1,27,9
2,15,2,19,7
2,15,3,16,7
2,16,0,14,3
2,16,1,9,6
2,16,2,7,6
2,16,3,9,3
2,17,0,18,10
2,17,1,21,10
2,17,2,32,5
2,17,3,31,8
3,18,0,10,7
3,18,1,12,7
3,18,2,9,4
3,18,3,1,4
3,19,0,24,8
3,19,1,29,10
3,19,2,17,6
3,19,3,21,5
3,20,0,14,7
3,20,1,6,8
3,20,2,14,5
3,20,3,18,8
3,21,0,18,9
3,21,1,23,9
3,21,2,17,6
3,21,3,15,5
3,22,0,19,2
3,22,1,19,7
3,22,2,16,6
3,22,3,17,7
3,23,0,20,9
3,23,1,19,5
3,23,2,26,5
3,23,3,19,6
4,24,0,12,9
4,24,1,15,6
4,24,2,18,10
4,24,3,17,8
4,25,0,13,5
4,25,1,18,9
4,25,2,13,4
4,25,3,11,5
4,26,0,26,5
4,26,1,28,8
4,26,2,19,5
4,26,3,28,4
4,27,0,23,7
4,27,1,13,7
4,27,2,14,4
4,27,3,23,5
4,28,0,10,1
4,28,1,9,2
4,28,2,15,3
4,28,3,9,6
4,29,0,2,2
4,29,1,5,6
4,29,2,6,5
4,29,3,6,7
5,30,0,10,6
5,30,1,17,8
5,30,2,20,7
5,30,3,14,7
5,31,0,1,4
5,31,1,4,7
5,31,2,9,6
5,31,3,12,4
5,32,0,19,6
5,32,1,19,4
5,32,2,19,1
5,32,3,13,4
5,33,0,12,6
5,33,1,12,9
5,33,2,5,7
5,33,3,4,8
5,34,0,30,5
5,34,1,16,5
5,34,2,23,5
5,34,3,28,7
5,35,0,13,5
5,35,1,17,6
5,35,2,3,3
5,35,3,16,4
6,36,0,23,6
6,36,1,16,5
6,36,2,21,5
6,36,3,12,5
6,37,0,25,6
6,37,1,17,9
6,37,2,21,9
6,37,3,26,5
6,38,0,25,9
6,38,1,25,6
6,38,2,21,6
6,38,3,19,4
6,39,0,2,4
6,39,1,10,3
6,39,2,11,2
6,39,3,11,2
6,40,0,23,6
6,40,1,24,4
6,40,2,10,4
6,40,3,11,4
6,41,0,19,6
6,41,1,25,6
6,41,2,14,5
6,41,3,15,4
7,42,0,19,7
7,42,1,19,3
7,42,2,22,3
7,42,3,20,6
7,43,0,21,10
7,43,1,12,5
7,43,2,7,5
7,43,3,11,8
7,44,0,22,4
7,44,1,27,7
7,44,2,23,4
7,44,3,27,6
7,45,0,26,8
7,45,1,24,8
7,45,2,23,9
7,45,3,23,5
7,46,0,6,8
7,46,1,5,5
7,46,2,2,3
7,46,3,10,5
7,47,0,21,10
7,47,1,16,5
7,47,2,18,5
7,47,3,25,6
8,48,0,4,3
8,48,1,4,7
8,48,2,2,2
8,48,3,16,3
8,49,0,11,7
8,49,1,10,10
8,49,2,9,7
8,49,3,14,10
8,50,0,8,2
8,50,1,8,2
8,50,2,12,7
8,50,3,9,2
8,51,0,22,3
8,51,1,26,6
8,51,2,21,2
8,51,3,20,7
8,52,0,11,5
8,52,1,11,7
8,52,2,2,8
8,52,3,6,6
8,53,0,20,7
8,53,1,16,5
8,53,2,20,6
8,53,3,15,7
9,54,0,15,7
9,54,1,12,6
9,54,2,11,7
9,54,3,10,6
9,55,0,25,5
9,55,1,26,6
9,55,2,25,5
9,55,3,23,5
9,56,0,17,6
9,56,1,18,6
9,56,2,28,5
9,56,3,19,5
9,57,0,17,7
9,57,1,26,5
9,57,2,28,10
9,57,3,18,8
9,58,0,14,9
9,58,1,21,5
9,58,2,13,5
9,58,3,10,7
9,59,0,15,6
9,59,1,19,3
9,59,2,28,6
9,59,3,18,7
