job,operation,machine,processing_time,energy_consumption
0,0,0,28,2
0,0,1,29,3
0,0,2,16,6
0,0,3,23,2
0,1,0,5,3
0,1,1,10,3
0,1,2,4,3
0,1,3,3,6
0,2,0,22,9
0,2,1,10,9
0,2,2,14,8
0,2,3,19,8
0,3,0,6,6
0,3,1,7,2
0,3,2,10,5
0,3,3,3,5
1,4,0,28,1
1,4,1,24,5
1,4,2,18,5
1,4,3,21,5
1,5,0,10,8
1,5,1,2,7
1,5,2,13,3
1,5,3,4,4
1,6,0,13,9
1,6,1,23,5
1,6,2,23,6
1,6,3,16,5
1,7,0,16,3
1,7,1,15,3
1,7,2,18,6
1,7,3,20,3
2,8,0,13,4
2,8,1,22,1
2,8,2,21,5
2,8,3,15,4
2,9,0,4,4
2,9,1,2,1
2,9,2,1,2
2,9,3,14,6
2,10,0,23,8
2,10,1,28,7
2,10,2,31,8
2,10,3,28,10
2,11,0,24,6
2,11,1,21,7
2,11,2,15,3
2,11,3,16,4
3,12,0,18,8
3,12,1,24,7
3,12,2,28,6
3,12,3,20,4
3,13,0,12,7
3,13,1,12,6
3,13,2,11,8
3,13,3,11,6
3,14,0,13,5
3,14,1,13,10
3,14,2,11,10
3,14,3,10,10
3,15,0,21,3
3,15,1,23,4
3,15,2,28,3
3,15,3,25,5
4,16,0,20,9
4,16,1,12,6
4,16,2,10,8
4,16,3,24,5
4,17,0,22,7
4,17,1,18,4
4,17,2,19,5
4,17,3,28,5
4,18,0,15,8
4,18,1,8,10
4,18,2,10,5
4,18,3,16,10
4,19,0,7,7
4,19,1,10,7
4,19,2,12,4
4,19,3,1,6
5,20,0,10,9
5,20,1,18,6
5,20,2,10,5
5,20,3,12,7
5,21,0,31,3
5,21,1,21,6
5,21,2,26,2
5,21,3,24,4
5,22,0,4,3
5,22,1,10,2
5,22,2,13,6
5,22,3,18,6
5,23,0,12,5
5,23,1,19,5
5,23,2,21,4
5,23,3,14,4
6,24,0,3,9
6,24,1,12,10
6,24,2,11,10
6,24,3,7,10
6,25,0,29,6
6,25,1,15,8
6,25,2,23,7
6,25,3,27,7
6,26,0,10,4
6,26,1,9,6
6,26,2,11,4
6,26,3,16,6
6,27,0,6,2
6,27,1,9,4
6,27,2,1,4
6,27,3,11,3
7,28,0,9,7
7,28,1,17,4
7,28,2,14,7
7,28,3,17,3
7,29,0,5,5
7,29,1,15,5
7,29,2,11,5
7,29,3,5,3
7,30,0,14,8
7,30,1,17,5
7,30,2,16,10
7,30,3,19,8
7,31,0,18,7
7,31,1,26,7
7,31,2,22,4
7,31,3,21,4
8,32,0,21,5
8,32,1,27,1
8,32,2,19,4
8,32,3,18,1
8,33,0,15,7
8,33,1,13,7
8,33,2,14,7
8,33,3,9,9
8,34,0,15,5
8,34,1,13,6
8,34,2,25,7
8,34,3,21,7
8,35,0,15,7
8,35,1,15,6
8,35,2,24,8
8,35,3,14,9
9,36,0,10,8
9,36,1,9,3
9,36,2,10,8
9,36,3,3,3
9,37,0,15,4
9,37,1,16,3
9,37,2,8,5
9,37,3,18,7
9,38,0,7,9
9,38,1,1,6
9,38,2,8,7
9,38,3,1,10
9,39,0,15,8
9,39,1,17,10
9,39,2,25,6
9,39,3,28,5
