job,operation,machine,processing_time,energy_consumption
0,0,0,3,6
0,0,1,13,4
0,0,2,1,4
0,0,3,13,8
0,0,4,14,8
0,0,5,5,8
0,1,0,5,2
0,1,1,14,3
0,1,2,13,3
0,1,3,14,7
0,1,4,4,3
0,1,5,8,7
0,2,0,17,7
0,2,1,15,8
0,2,2,14,6
0,2,3,22,5
0,2,4,19,3
0,2,5,13,5
0,3,0,4,5
0,3,1,11,2
0,3,2,11,5
0,3,3,7,5
0,3,4,3,6
0,3,5,16,4
1,4,0,15,5
1,4,1,12,6
1,4,2,3,7
1,4,3,11,4
1,4,4,7,5
1,4,5,10,6
1,5,0,1,5
1,5,1,7,8
1,5,2,12,7
1,5,3,2,6
1,5,4,10,7
1,5,5,5,7
1,6,0,28,3
1,6,1,18,4
1,6,2,20,7
1,6,3,18,6
1,6,4,32,4
1,6,5,22,5
1,7,0,17,6
1,7,1,18,8
1,7,2,18,5
1,7,3,9,9
1,7,4,16,8
1,7,5,15,5
2,8,0,22,8
2,8,1,15,8
2,8,2,12,7
2,8,3,14,8
2,8,4,14,4
2,8,5,23,7
2,9,0,6,6
2,9,1,2,6
2,9,2,2,7
2,9,3,14,6
2,9,4,9,5
2,9,5,1,4
2,10,0,23,6
2,10,1,21,3
2,10,2,9,5
2,10,3,16,7
2,10,4,18,5
2,10,5,13,5
2,11,0,18,2
2,11,1,18,5
2,11,2,22,6
2,11,3,14,7
2,11,4,12,5
2,11,5,20,4
3,12,0,13,4
3,12,1,22,6
3,12,2,17,6
3,12,3,19,5
3,12,4,12,6
3,12,5,18,7
3,13,0,10,1
3,13,1,16,4
3,13,2,8,4
3,13,3,21,1
3,13,4,18,2
3,13,5,20,6
3,14,0,6,4
3,14,1,6,2
3,14,2,19,2
3,14,3,6,2
3,14,4,10,3
3,14,5,17,2
3,15,0,28,2
3,15,1,22,5
3,15,2,27,6
3,15,3,24,3
3,15,4,22,6
3,15,5,27,2
4,16,0,9,6
4,16,1,1,5
4,16,2,13,5
4,16,3,7,4
4,16,4,9,6
4,16,5,3,7
4,17,0,10,9
4,17,1,7,6
4,17,2,7,7
4,17,3,8,6
4,17,4,13,6
4,17,5,20,6
4,18,0,13,5
4,18,1,19,2
4,18,2,19,4
4,18,3,10,2
4,18,4,7,4
4,18,5,9,2
4,19,0,11,7
4,19,1,16,7
4,19,2,8,6
4,19,3,10,5
4,19,4,21,9
4,19,5,8,8
5,20,0,22,4
5,20,1,11,6
5,20,2,10,3
5,20,3,17,5
5,20,4,15,6
5,20,5,14,3
5,21,0,24,9
5,21,1,18,10
5,21,2,28,6
5,21,3,22,9
5,21,4,29,5
5,21,5,27,5
5,22,0,14,7
5,22,1,27,6
5,22,2,26,6
5,22,3,23,5
5,22,4,18,5
5,22,5,27,8
5,23,0,8,7
5,23,1,8,5
5,23,2,12,4
5,23,3,5,7
5,23,4,12,5
5,23,5,4,6
6,24,0,24,4
6,24,1,15,5
6,24,2,22,3
6,24,3,23,6
6,24,4,15,1
6,24,5,18,6
6,25,0,3,7
