job,operation,machine,processing_time,energy_consumption
0,0,0,26,2
0,0,1,29,5
0,0,2,23,6
0,0,3,22,5
0,0,4,20,6
0,0,5,18,5
0,1,0,1,5
0,1,1,3,7
0,1,2,1,6
0,1,3,9,8
0,1,4,2,10
0,1,5,5,10
0,2,0,24,10
0,2,1,22,7
0,2,2,17,6
0,2,3,16,8
0,2,4,16,7
0,2,5,17,5
0,3,0,5,8
0,3,1,6,6
0,3,2,5,3
0,3,3,11,3
0,3,4,12,3
0,3,5,3,5
1,4,0,29,4
1,4,1,29,4
1,4,2,24,3
1,4,3,27,6
1,4,4,28,7
1,4,5,24,7
1,5,0,16,3
1,5,1,22,6
1,5,2,17,6
1,5,3,14,5
1,5,4,11,3
1,5,5,9,1
1,6,0,20,5
1,6,1,15,7
1,6,2,20,8
1,6,3,22,7
1,6,4,23,5
1,6,5,25,7
1,7,0,27,6
1,7,1,27,4
1,7,2,17,4
1,7,3,21,6
1,7,4,21,1
1,7,5,23,2
2,8,0,15,8
2,8,1,15,7
2,8,2,7,7
2,8,3,12,7
2,8,4,11,8
2,8,5,16,3
2,9,0,20,6
2,9,1,12,6
2,9,2,22,7
2,9,3,10,7
2,9,4,9,4
2,9,5,13,6
2,10,0,6,8
2,10,1,3,6
2,10,2,5,5
2,10,3,7,9
2,10,4,3,10
2,10,5,3,8
2,11,0,9,6
2,11,1,9,7
2,11,2,1,5
2,11,3,4,5
2,11,4,8,8
2,11,5,11,8
3,12,0,26,5
3,12,1,15,10
3,12,2,16,8
3,12,3,27,7
3,12,4,28,6
3,12,5,28,9
3,13,0,14,7
3,13,1,19,8
3,13,2,13,6
3,13,3,19,6
3,13,4,15,8
3,13,5,21,10
3,14,0,16,9
3,14,1,19,5
3,14,2,15,9
3,14,3,16,4
3,14,4,14,9
3,14,5,22,4
3,15,0,9,9
3,15,1,12,7
3,15,2,11,10
3,15,3,10,8
3,15,4,10,8
3,15,5,11,10
4,16,0,14,7
4,16,1,16,5
4,16,2,19,7
4,16,3,19,3
