job,operation,machine,processing_time,energy_consumption
0,0,0,2,2
0,0,1,4,7
0,0,2,9,3
0,0,3,2,7
0,1,0,16,6
0,1,1,8,9
0,1,2,13,6
0,1,3,5,4
0,2,0,28,9
0,2,1,31,9
0,2,2,20,5
0,2,3,25,4
0,3,0,16,5
0,3,1,18,3
0,3,2,15,2
0,3,3,19,1
1,4,0,22,4
1,4,1,18,7
1,4,2,29,4
1,4,3,24,4
1,5,0,20,5
1,5,1,27,5
1,5,2,17,6
1,5,3,16,8
1,6,0,8,4
1,6,1,11,5
1,6,2,2,5
1,6,3,5,4
1,7,0,12,6
1,7,1,8,4
1,7,2,11,7
1,7,3,6,8
2,8,0,14,4
2,8,1,21,9
2,8,2,23,8
2,8,3,23,7
2,9,0,14,8
2,9,1,15,5
2,9,2,9,10
2,9,3,15,9
2,10,0,22,7
2,10,1,14,3
2,10,2,11,6
2,10,3,12,5
2,11,0,21,7
2,11,1,26,4
2,11,2,23,9
2,11,3,16,7
3,12,0,10,6
3,12,1,16,6
3,12,2,20,8
3,12,3,19,5
3,13,0,16,5
3,13,1,14,5
3,13,2,5,4
3,13,3,10,5
3,14,0,19,5
3,14,1,15,6
3,14,2,14,6
3,14,3,21,6
3,15,0,2,5
3,15,1,4,3
3,15,2,4,6
3,15,3,4,1
4,16,0,18,9
4,16,1,23,4
4,16,2,17,4
4,16,3,15,6
4,17,0,11,2
4,17,1,20,2
4,17,2,15,2
4,17,3,15,1
4,18,0,14,7
4,18,1,16,7
4,18,2,25,9
4,18,3,26,8
4,19,0,10,3
4,19,1,7,6
4,19,2,9,2
4,19,3,8,2
5,20,0,5,6
5,20,1,10,3
5,20,2,3,4
5,20,3,10,2
5,21,0,15,5
5,21,1,12,4
5,21,2,22,5
5,21,3,19,4
5,22,0,29,8
5,22,1,27,3
5,22,2,26,5
5,22,3,32,6
5,23,0,1,4
5,23,1,2,5
5,23,2,10,9
5,23,3,3,7
6,24,0,14,9
6,24,1,13,8
6,24,2,14,6
6,24,3,4,7
6,25,0,24,7
6,25,1,12,2
6,25,2,15,6
6,25,3,11,3
6,26,0,11,6
6,26,1,13,4
6,26,2,18,4
6,26,3,11,5
6,27,0,3,9
6,27,1,6,5
6,27,2,15,5
6,27,3,6,9
7,28,0,15,4
7,28,1,18,3
7,28,2,22,7
7,28,3,15,7
7,29,0,1,6
7,29,1,5,8
7,29,2,8,8
7,29,3,10,9
7,30,0,16,3
7,30,1,22,4
7,30,2,13,7
7,30,3,24,4
7,31,0,22,6
7,31,1,22,5
7,31,2,11,6
7,31,3,12,7
8,32,0,10,2
8,32,1,16,3
8,32,2,9,7
8,32,3,10,5
8,33,0,19,8
8,33,1,22,6
8,33,2,12,5
8,33,3,12,6
8,34,0,11,1
8,34,1,22,6
8,34,2,11,3
8,34,3,14,1
8,35,0,13,5
8,35,1,6,10
8,35,2,6,8
8,35,3,6,8
9,36,0,15,7
9,36,1,27,9
9,36,2,17,8
9,36,3,21,6
9,37,0,11,4
9,37,1,7,5
9,37,2,8,9
9,37,3,8,9
9,38,0,3,8
9,38,1,13,4
9,38,2,11,8
9,38,3,7,8
9,39,0,9,8
9,39,1,8,8
9,39,2,7,7
9,39,3,12,9
