job,operation,machine,processing_time,energy_consumption
0,0,0,13,7
0,0,1,9,6
0,0,2,4,5
0,0,3,6,6
0,0,4,11,5
0,0,5,16,2
0,1,0,2,7
0,1,1,9,6
0,1,2,3,6
0,1,3,9,5
0,1,4,4,9
0,1,5,12,5
0,2,0,20,9
0,2,1,27,5
0,2,2,17,10
0,2,3,24,9
0,2,4,15,8
0,2,5,26,5
0,3,0,25,7
0,3,1,17,7
0,3,2,20,6
0,3,3,23,5
0,3,4,12,4
0,3,5,12,6
0,4,0,30,6
0,4,1,18,7
0,4,2,17,6
0,4,3,20,4
0,4,4,17,8
0,4,5,17,8
0,5,0,13,5
0,5,1,6,8
0,5,2,18,6
0,5,3,8,5
0,5,4,19,5
0,5,5,10,5
1,6,0,6,4
1,6,1,10,1
1,6,2,12,4
1,6,3,6,5
1,6,4,4,6
1,6,5,12,1
1,7,0,8,8
1,7,1,4,7
1,7,2,4,9
1,7,3,9,6
1,7,4,2,5
1,7,5,3,7
1,8,0,25,6
1,8,1,16,3
1,8,2,21,3
1,8,3,25,2
1,8,4,20,5
1,8,5,18,2
1,9,0,25,3
1,9,1,26,3
1,9,2,21,7
1,9,3,13,7
1,9,4,21,4
1,9,5,13,6
1,10,0,27,3
1,10,1,17,3
1,10,2,21,6
1,10,3,21,4
1,10,4,14,4
1,10,5,18,3
1,11,0,12,6
1,11,1,20,8
1,11,2,14,8
1,11,3,8,8
1,11,4,16,10
1,11,5,12,9
2,12,0,11,6
2,12,1,9,6
2,12,2,13,6
2,12,3,15,7
2,12,4,18,6
2,12,5,13,7
2,13,0,19,5
2,13,1,10,8
2,13,2,13,7
2,13,3,11,8
2,13,4,24,8
2,13,5,16,8
2,14,0,14,7
2,14,1,22,4
2,14,2,14,6
2,14,3,15,5
2,14,4,16,8
2,14,5,23,4
2,15,0,19,5
2,15,1,11,7
2,15,2,6,5
2,15,3,18,6
2,15,4,10,3
2,15,5,17,6
2,16,0,13,5
2,16,1,8,7
2,16,2,7,10
2,16,3,2,6
2,16,4,7,10
2,16,5,3,8
2,17,0,9,7
2,17,1,7,6
2,17,2,5,10
2,17,3,4,10
2,17,4,8,6
2,17,5,8,9
3,18,0,6,4
3,18,1,5,7
3,18,2,11,5
3,18,3,4,7
3,18,4,7,6
3,18,5,14,6
3,19,0,10,4
3,19,1,11,5
3,19,2,3,3
3,19,3,12,6
3,19,4,7,4
3,19,5,7,8
3,20,0,9,4
3,20,1,7,4
3,20,2,14,4
3,20,3,17,4
3,20,4,15,8
3,20,5,5,4
3,21,0,13,5
3,21,1,11,10
3,21,2,17,6
3,21,3,8,10
3,21,4,18,9
3,21,5,10,6
3,22,0,12,2
3,22,1,9,5
3,22,2,5,6
3,22,3,6,1
3,22,4,11,6
3,22,5,2,3
3,23,0,26,3
3,23,1,21,6
3,23,2,19,6
3,23,3,16,6
3,23,4,21,5
3,23,5,17,6
4,24,0,3,5
4,24,1,5,4
4,24,2,7,4
4,24,3,9,4
4,24,4,2,6
4,24,5,8,5
4,25,0,26,2
4,25,1,19,3
4,25,2,25,4
4,25,3,26,6
4,25,4,20,4
4,25,5,20,5
4,26,0,19,4
4,26,1,18,6
4,26,2,21,6
4,26,3,12,4
4,26,4,24,4
4,26,5,11,3
4,27,0,14,7
4,27,1,20,9
4,27,2,14,8
4,27,3,11,8
4,27,4,23,9
4,27,5,18,6
4,28,0,19,6
4,28,1,21,8
4,28,2,16,4
4,28,3,22,4
4,28,4,15,4
4,28,5,22,6
4,29,0,24,9
4,29,1,24,4
4,29,2,24,9
4,29,3,20,7
4,29,4,17,4
4,29,5,31,4
5,30,0,20,8
5,30,1,19,7
5,30,2,18,9
5,30,3,18,4
5,30,4,24,5
5,30,5,18,8
5,31,0,7,7
5,31,1,2,4
5,31,2,2,5
5,31,3,7,7
5,31,4,7,6
5,31,5,11,6
5,32,0,12,4
5,32,1,16,1
5,32,2,21,1
5,32,3,14,2
5,32,4,16,1
5,32,5,19,5
5,33,0,26,9
5,33,1,15,6
5,33,2,19,7
5,33,3,25,4
5,33,4,12,5
5,33,5,15,9
5,34,0,11,5
5,34,1,6,2
5,34,2,6,1
5,34,3,7,4
5,34,4,14,3
5,34,5,4,6
5,35,0,18,7
5,35,1,18,7
5,35,2,10,6
5,35,3,9,6
5,35,4,14,9
5,35,5,18,9
6,36,0,26,8
6,36,1,17,5
6,36,2,24,10
6,36,3,22,7
6,36,4,20,8
6,36,5,15,7
6,37,0,16,6
6,37,1,16,6
6,37,2,6,5
6,37,3,11,2
6,37,4,15,2
6,37,5,16,7
6,38,0,24,3
6,38,1,26,3
6,38,2,20,1
6,38,3,27,5
6,38,4,23,3
6,38,5,18,6
6,39,0,11,5
6,39,1,17,7
6,39,2,12,9
6,39,3,20,8
6,39,4,16,7
6,39,5,13,8
6,40,0,13,5
6,40,1,17,7
6,40,2,17,5
6,40,3,20,4
6,40,4,11,7
6,40,5,11,3
6,41,0,12,5
6,41,1,8,7
6,41,2,10,7
6,41,3,8,8
6,41,4,17,9
6,41,5,4,7
7,42,0,17,5
7,42,1,11,5
7,42,2,11,4
7,42,3,10,1
7,42,4,11,5
7,42,5,12,1
7,43,0,4,4
7,43,1,2,7
7,43,2,14,6
7,43,3,9,6
7,43,4,14,3
7,43,5,3,3
7,44,0,3,7
7,44,1,15,7
7,44,2,12,5
7,44,3,15,4
7,44,4,12,6
7,44,5,9,6
7,45,0,15,5
7,45,1,13,3
7,45,2,19,4
7,45,3,26,6
7,45,4,27,4
7,45,5,17,6
7,46,0,20,4
7,46,1,31,9
7,46,2,30,8
7,46,3,22,9
7,46,4,29,4
7,46,5,24,4
7,47,0,13,4
7,47,1,26,9
7,47,2,22,7
7,47,3,21,5
7,47,4,26,5
7,47,5,22,6
8,48,0,8,6
8,48,1,12,5
8,48,2,17,6
8,48,3,19,5
8,48,4,11,2
8,48,5,14,5
8,49,0,11,2
8,49,1,4,5
8,49,2,8,6
8,49,3,4,5
8,49,4,11,4
8,49,5,9,4
8,50,0,8,5
8,50,1,18,5
8,50,2,15,3
8,50,3,10,1
8,50,4,9,5
8,50,5,10,4
8,51,0,9,9
8,51,1,21,5
8,51,2,17,5
8,51,3,14,7
8,51,4,20,8
8,51,5,13,9
8,52,0,23,9
8,52,1,22,7
8,52,2,21,8
8,52,3,20,7
8,52,4,13,6
8,52,5,9,6
8,53,0,11,5
8,53,1,17,8
8,53,2,11,6
8,53,3,20,10
8,53,4,14,6
8,53,5,17,6
9,54,0,11,8
9,54,1,11,10
9,54,2,17,8
9,54,3,8,9
9,54,4,21,9
9,54,5,19,10
9,55,0,11,7
9,55,1,25,2
9,55,2,16,2
9,55,3,20,2
9,55,4,25,3
9,55,5,19,3
9,56,0,17,7
9,56,1,15,5
9,56,2,13,3
9,56,3,12,7
9,56,4,17,7
9,56,5,24,3
9,57,0,12,8
9,57,1,7,5
9,57,2,2,5
9,57,3,9,8
9,57,4,6,7
9,57,5,8,9
9,58,0,25,2
9,58,1,29,5
9,58,2,24,7
9,58,3,21,6
9,58,4,32,4
9,58,5,20,6
9,59,0,4,7
9,59,1,12,9
9,59,2,9,10
9,59,3,4,6
9,59,4,5,10
9,59,5,5,5
10,60,0,3,4
10,60,1,11,5
10,60,2,8,2
10,60,3,1,2
10,60,4,2,3
10,60,5,3,6
10,61,0,22,5
10,61,1,19,6
10,61,2,18,9
10,61,3,14,9
10,61,4,22,8
10,61,5,18,9
10,62,0,11,7
10,62,1,12,3
10,62,2,4,8
10,62,3,8,7
10,62,4,17,3
10,62,5,7,7
10,63,0,18,3
10,63,1,11,4
10,63,2,18,5
10,63,3,5,6
10,63,4,8,2
10,63,5,14,1
10,64,0,16,5
10,64,1,18,6
10,64,2,23,5
10,64,3,23,7
10,64,4,21,4
10,64,5,13,8
10,65,0,19,4
10,65,1,25,7
10,65,2,20,3
10,65,3,22,5
10,65,4,27,6
10,65,5,28,7
11,66,0,21,8
11,66,1,22,6
11,66,2,17,9
11,66,3,16,10
11,66,4,15,5
11,66,5,22,5
11,67,0,5,7
11,67,1,6,3
11,67,2,9,3
11,67,3,14,2
11,67,4,11,2
11,67,5,8,5
11,68,0,10,5
11,68,1,14,2
11,68,2,19,3
11,68,3,18,3
11,68,4,20,4
11,68,5,17,1
11,69,0,1,2
11,69,1,13,6
11,69,2,6,1
11,69,3,12,2
11,69,4,3,3
11,69,5,5,2
11,70,0,6,5
11,70,1,6,7
11,70,2,2,3
11,70,3,4,5
11,70,4,7,8
11,70,5,9,3
11,71,0,26,4
11,71,1,16,6
11,71,2,25,2
11,71,3,27,2
11,71,4,23,1
11,71,5,14,5
