job,operation,machine,processing_time,energy_consumption
0,0,0,13,7
0,0,1,15,9
0,0,2,13,7
0,0,3,4,5
0,0,4,11,5
0,0,5,1,10
0,1,0,14,3
0,1,1,8,7
0,1,2,3,6
0,1,3,10,7
0,1,4,8,3
0,1,5,13,6
0,2,0,14,6
0,2,1,1,5
0,2,2,7,6
0,2,3,12,7
0,2,4,2,6
0,2,5,5,5
0,3,0,27,5
0,3,1,24,4
0,3,2,19,7
0,3,3,20,7
0,3,4,15,8
0,3,5,19,4
1,4,0,15,8
1,4,1,13,9
1,4,2,25,5
1,4,3,17,8
1,4,4,23,6
1,4,5,21,5
1,5,0,10,5
1,5,1,11,7
1,5,2,20,5
1,5,3,16,4
1,5,4,11,6
1,5,5,10,8
1,6,0,23,6
1,6,1,14,8
1,6,2,16,5
1,6,3,17,6
1,6,4,21,7
1,6,5,24,5
1,7,0,23,6
1,7,1,21,6
1,7,2,29,1
1,7,3,21,3
1,7,4,26,1
1,7,5,22,1
2,8,0,21,3
2,8,1,17,6
2,8,2,12,6
2,8,3,17,3
2,8,4,14,8
2,8,5,17,4
2,9,0,14,5
2,9,1,25,5
2,9,2,20,6
2,9,3,27,5
2,9,4,25,6
2,9,5,24,7
2,10,0,10,7
2,10,1,13,8
2,10,2,15,7
2,10,3,20,3
2,10,4,7,4
2,10,5,9,5
2,11,0,9,1
2,11,1,8,5
2,11,2,3,6
2,11,3,3,1
2,11,4,1,3
2,11,5,6,4
3,12,0,17,8
3,12,1,15,8
3,12,2,13,6
3,12,3,12,5
3,12,4,20,6
3,12,5,13,7
3,13,0,11,6
3,13,1,18,6
3,13,2,12,7
3,13,3,4,3
3,13,4,18,6
3,13,5,13,4
3,14,0,8,2
3,14,1,5,7
3,14,2,13,4
3,14,3,11,2
3,14,4,11,4
3,14,5,9,4
3,15,0,5,5
3,15,1,12,5
3,15,2,12,9
3,15,3,9,8
3,15,4,9,4
3,15,5,15,7
4,16,0,7,6
4,16,1,13,4
4,16,2,10,8
4,16,3,8,3
4,16,4,10,6
4,16,5,12,3
4,17,0,13,6
4,17,1,11,4
4,17,2,5,7
4,17,3,9,5
4,17,4,6,3
4,17,5,13,5
4,18,0,13,7
4,18,1,21,8
4,18,2,15,7
4,18,3,23,9
4,18,4,26,7
4,18,5,14,4
4,19,0,24,6
4,19,1,14,1
4,19,2,13,3
4,19,3,13,6
4,19,4,15,3
4,19,5,13,6
5,20,0,29,6
5,20,1,22,5
5,20,2,24,7
5,20,3,15,6
5,20,4,21,2
5,20,5,15,2
5,21,0,23,1
5,21,1,25,1
5,21,2,26,2
5,21,3,22,1
5,21,4,25,5
5,21,5,28,4
5,22,0,11,5
5,22,1,16,7
5,22,2,23,6
5,22,3,23,7
5,22,4,24,6
5,22,5,12,3
5,23,0,25,7
5,23,1,20,6
5,23,2,29,3
5,23,3,18,7
5,23,4,25,5
5,23,5,20,5
6,24,0,20,8
6,24,1,21,7
6,24,2,21,8
6,24,3,24,10
6,24,4,18,10
6,24,5,18,8
6,25,0,6,6
6,25,1,12,7
6,25,2,14,7
6,25,3,13,6
6,25,4,17,5
6,25,5,6,3
6,26,0,19,5
6,26,1,14,6
6,26,2,18,8
6,26,3,19,3
6,26,4,18,5
6,26,5,14,7
6,27,0,15,6
6,27,1,19,9
6,27,2,21,7
6,27,3,24,8
6,27,4,16,4
6,27,5,16,7
7,28,0,19,4
7,28,1,19,4
7,28,2,8,4
7,28,3,16,2
7,28,4,8,6
7,28,5,16,7
7,29,0,11,9
7,29,1,7,5
7,29,2,13,6
7,29,3,13,8
7,29,4,12,8
7,29,5,16,9
7,30,0,22,9
7,30,1,24,8
7,30,2,18,9
7,30,3,25,5
7,30,4,15,9
7,30,5,16,10
7,31,0,21,7
7,31,1,21,3
7,31,2,27,5
7,31,3,21,5
7,31,4,21,6
7,31,5,25,4
8,32,0,21,4
8,32,1,14,5
8,32,2,10,5
8,32,3,17,3
8,32,4,11,8
8,32,5,9,3
8,33,0,31,7
8,33,1,25,6
8,33,2,22,5
8,33,3,30,3
8,33,4,17,5
8,33,5,25,7
8,34,0,2,5
8,34,1,7,3
8,34,2,1,7
8,34,3,5,6
8,34,4,9,6
8,34,5,11,2
8,35,0,23,5
8,35,1,24,3
8,35,2,23,6
8,35,3,20,5
8,35,4,19,5
8,35,5,16,5
9,36,0,16,7
9,36,1,26,8
9,36,2,25,4
9,36,3,14,8
9,36,4,14,7
9,36,5,19,6
9,37,0,2,9
9,37,1,9,5
9,37,2,7,6
9,37,3,7,4
9,37,4,3,7
9,37,5,6,9
9,38,0,5,9
9,38,1,10,5
9,38,2,10,9
9,38,3,4,5
9,38,4,7,10
9,38,5,6,8
9,39,0,15,9
9,39,1,8,10
9,39,2,14,9
9,39,3,5,8
9,39,4,16,8
9,39,5,14,6
10,40,0,9,3
10,40,1,12,2
10,40,2,7,1
10,40,3,3,3
10,40,4,8,5
10,40,5,3,3
10,41,0,11,2
10,41,1,20,2
10,41,2,10,7
10,41,3,15,6
10,41,4,11,6
10,41,5,14,5
10,42,0,13,7
10,42,1,14,5
10,42,2,6,7
10,42,3,7,9
10,42,4,11,9
10,42,5,16,7
10,43,0,11,5
10,43,1,2,2
10,43,2,16,1
10,43,3,16,5
10,43,4,9,3
10,43,5,10,5
11,44,0,27,6
11,44,1,16,10
11,44,2,18,5
11,44,3,23,8
11,44,4,19,5
11,44,5,21,9
11,45,0,8,2
