job,operation,machine,processing_time,energy_consumption
0,0,0,4,9
0,0,1,16,8
0,0,2,18,9
0,1,0,11,3
0,1,1,17,6
0,1,2,24,5
0,2,0,14,7
0,2,1,18,6
0,2,2,16,7
0,3,0,9,10
0,3,1,8,6
0,3,2,13,9
1,4,0,11,2
1,4,1,19,2
1,4,2,17,4
1,5,0,13,8
1,5,1,15,7
1,5,2,13,6
1,6,0,16,5
1,6,1,12,5
1,6,2,7,2
1,7,0,16,4
1,7,1,12,4
1,7,2,17,5
2,8,0,21,4
2,8,1,15,3
2,8,2,16,6
2,9,0,20,7
2,9,1,28,4
2,9,2,18,4
2,10,0,2,3
2,10,1,13,6
2,10,2,12,4
2,11,0,10,5
2,11,1,3,5
2,11,2,2,6
3,12,0,4,8
3,12,1,1,9
3,12,2,8,6
3,13,0,20,10
3,13,1,18,7
3,13,2,25,5
3,14,0,18,5
3,14,1,12,2
3,14,2,20,5
3,15,0,15,3
3,15,1,2,3
3,15,2,2,2
4,16,0,22,4
4,16,1,20,5
4,16,2,17,7
4,17,0,14,7
4,17,1,23,5
4,17,2,23,3
4,18,0,7,8
4,18,1,15,3
4,18,2,17,4
4,19,0,27,6
4,19,1,21,7
4,19,2,25,5
5,20,0,18,8
5,20,1,17,5
5,20,2,18,8
5,21,0,14,7
5,21,1,3,9
5,21,2,3,5
5,22,0,29,4
5,22,1,26,9
5,22,2,18,8
5,23,0,16,3
5,23,1,14,5
5,23,2,18,4
6,24,0,12,7
6,24,1,8,8
6,24,2,8,4
6,25,0,29,4
6,25,1,23,6
6,25,2,28,3
6,26,0,6,6
6,26,1,15,4
6,26,2,17,1
6,27,0,23,1
6,27,1,21,3
6,27,2,21,2
7,28,0,12,7
7,28,1,3,7
7,28,2,4,3
7,29,0,29,6
7,29,1,21,6
7,29,2,16,8
7,30,0,23,6
7,30,1,20,8
7,30,2,29,8
7,31,0,16,5
7,31,1,16,9
7,31,2,18,7
8,32,0,19,4
8,32,1,18,6
8,32,2,24,3
8,33,0,15,8
8,33,1,9,6
8,33,2,12,5
8,34,0,8,7
8,34,1,14,4
8,34,2,9,9
8,35,0,23,6
8,35,1,22,4
8,35,2,21,1
9,36,0,15,6
9,36,1,26,5
9,36,2,19,2
9,37,0,18,3
9,37,1,24,4
9,37,2,20,3
9,38,0,26,7
9,38,1,19,9
9,38,2,23,7
9,39,0,18,4
9,39,1,19,7
9,39,2,20,3
10,40,0,24,3
10,40,1,13,4
10,40,2,15,3
10,41,0,19,8
10,41,1,11,7
10,41,2,22,9
10,42,0,31,9
10,42,1,22,7
10,42,2,18,6
10,43,0,8,9
10,43,1,18,10
10,43,2,12,9
11,44,0,27,4
11,44,1,25,6
11,44,2,20,6
11,45,0,11,6
11,45,1,24,3
11,45,2,21,6
11,46,0,19,5
11,46,1,21,7
11,46,2,20,9
11,47,0,16,1
11,47,1,22,1
11,47,2,14,5
