job,operation,machine,processing_time,energy_consumption
0,0,0,21,7
0,0,1,26,5
0,0,2,19,5
0,0,3,27,10
0,1,0,17,5
0,1,1,12,5
0,1,2,19,2
0,1,3,15,1
0,2,0,25,2
0,2,1,19,5
0,2,2,14,3
0,2,3,18,5
0,3,0,26,6
0,3,1,27,9
0,3,2,31,7
0,3,3,21,8
0,4,0,22,3
0,4,1,20,6
0,4,2,15,7
0,4,3,19,4
0,5,0,14,9
0,5,1,18,8
0,5,2,15,10
0,5,3,13,8
1,6,0,14,6
1,6,1,16,5
1,6,2,6,6
1,6,3,15,7
1,7,0,24,10
1,7,1,23,6
1,7,2,28,5
1,7,3,31,9
1,8,0,12,5
1,8,1,13,5
1,8,2,16,9
1,8,3,12,10
1,9,0,17,4
1,9,1,15,5
1,9,2,6,7
1,9,3,11,4
1,10,0,7,4
1,10,1,7,4
1,10,2,12,5
1,10,3,14,5
1,11,0,2,7
1,11,1,6,5
1,11,2,13,5
1,11,3,2,6
2,12,0,18,4
2,12,1,10,8
2,12,2,8,3
2,12,3,15,4
2,13,0,5,3
2,13,1,11,5
2,13,2,14,4
2,13,3,5,3
2,14,0,6,6
2,14,1,5,7
2,14,2,13,6
2,14,3,10,2
2,15,0,28,5
2,15,1,27,3
2,15,2,21,1
2,15,3,18,4
2,16,0,18,3
2,16,1,19,2
2,16,2,7,5
2,16,3,10,6
2,17,0,12,4
2,17,1,20,5
2,17,2,14,4
2,17,3,13,7
3,18,0,25,6
3,18,1,22,6
3,18,2,18,1
3,18,3,22,2
3,19,0,23,8
3,19,1,25,9
3,19,2,11,6
3,19,3,22,8
3,20,0,12,6
3,20,1,8,6
3,20,2,2,6
3,20,3,8,5
3,21,0,15,2
3,21,1,14,4
3,21,2,25,5
3,21,3,21,1
3,22,0,16,3
3,22,1,13,8
3,22,2,16,8
3,22,3,6,5
3,23,0,3,3
3,23,1,13,2
3,23,2,11,5
3,23,3,6,3
4,24,0,14,1
4,24,1,18,3
4,24,2,14,6
4,24,3,19,6
4,25,0,20,1
4,25,1,11,6
4,25,2,16,1
4,25,3,20,1
4,26,0,9,3
4,26,1,9,5
4,26,2,8,1
4,26,3,7,2
4,27,0,24,6
4,27,1,19,9
4,27,2,31,7
4,27,3,17,6
4,28,0,13,9
4,28,1,10,6
4,28,2,14,6
4,28,3,6,6
4,29,0,28,10
4,29,1,18,6
4,29,2,27,8
4,29,3,25,8
5,30,0,4,7
5,30,1,2,5
5,30,2,6,8
5,30,3,10,4
5,31,0,5,5
5,31,1,2,3
5,31,2,2,5
5,31,3,1,1
5,32,0,11,7
5,32,1,15,5
5,32,2,4,8
5,32,3,8,6
5,33,0,3,8
5,33,1,13,8
5,33,2,7,9
5,33,3,8,5
5,34,0,16,8
5,34,1,20,10
5,34,2,10,10
5,34,3,9,9
5,35,0,14,3
5,35,1,2,3
5,35,2,4,1
5,35,3,13,4
6,36,0,8,6
6,36,1,17,4
6,36,2,14,4
6,36,3,17,3
6,37,0,15,6
6,37,1,13,2
6,37,2,10,2
6,37,3,18,2
6,38,0,7,10
6,38,1,12,9
6,38,2,13,10
6,38,3,6,6
6,39,0,4,6
6,39,1,17,9
6,39,2,18,4
6,39,3,12,6
6,40,0,22,7
6,40,1,19,3
6,40,2,29,7
6,40,3,22,5
6,41,0,12,4
6,41,1,22,6
6,41,2,12,3
6,41,3,10,4
7,42,0,18,6
7,42,1,29,6
7,42,2,20,10
7,42,3,19,7
7,43,0,23,3
7,43,1,16,7
7,43,2,28,3
7,43,3,19,7
7,44,0,17,6
7,44,1,28,6
7,44,2,22,3
7,44,3,18,1
7,45,0,30,7
7,45,1,24,6
7,45,2,29,7
7,45,3,17,9
7,46,0,17,3
7,46,1,29,5
7,46,2,17,5
7,46,3,16,4
7,47,0,8,3
7,47,1,2,3
7,47,2,7,3
7,47,3,7,4
8,48,0,9,2
8,48,1,1,5
8,48,2,1,5
8,48,3,4,3
8,49,0,18,4
8,49,1,15,5
8,49,2,13,2
8,49,3,13,4
8,50,0,19,4
8,50,1,25,7
8,50,2,15,9
8,50,3,18,7
8,51,0,24,5
8,51,1,20,3
8,51,2,25,4
8,51,3,27,5
8,52,0,19,5
8,52,1,24,6
8,52,2,17,5
8,52,3,24,5
8,53,0,18,7
8,53,1,19,6
8,53,2,16,6
8,53,3,10,2
9,54,0,22,2
9,54,1,15,4
9,54,2,16,4
9,54,3,14,7
9,55,0,6,2
9,55,1,12,6
9,55,2,8,4
9,55,3,13,2
9,56,0,25,8
9,56,1,16,6
9,56,2,18,5
9,56,3,20,9
9,57,0,10,3
9,57,1,5,8
9,57,2,16,4
9,57,3,15,8
9,58,0,19,2
9,58,1,11,2
9,58,2,19,4
9,58,3,20,6
9,59,0,18,7
9,59,1,20,5
9,59,2,24,8
9,59,3,21,9
