job,operation,machine,processing_time,energy_consumption
0,0,0,25,3
0,0,1,15,3
0,0,2,20,3
0,0,3,23,3
0,0,4,20,6
0,0,5,18,2
0,1,0,14,2
0,1,1,17,2
0,1,2,24,5
0,1,3,23,4
0,1,4,20,7
0,1,5,18,2
0,2,0,14,1
0,2,1,17,5
0,2,2,14,6
0,2,3,17,1
0,2,4,14,5
0,2,5,13,3
0,3,0,24,9
0,3,1,20,8
0,3,2,20,8
0,3,3,20,5
0,3,4,22,4
0,3,5,14,9
1,4,0,13,8
1,4,1,18,7
1,4,2,18,6
1,4,3,22,6
1,4,4,21,6
1,4,5,11,7
1,5,0,18,7
1,5,1,18,7
1,5,2,16,3
1,5,3,29,5
1,5,4,19,3
1,5,5,25,3
1,6,0,1,7
1,6,1,9,8
1,6,2,5,5
1,6,3,5,7
1,6,4,8,5
1,6,5,11,8
1,7,0,2,3
1,7,1,6,5
1,7,2,3,3
1,7,3,11,5
1,7,4,10,5
1,7,5,1,1
2,8,0,17,10
2,8,1,15,8
2,8,2,15,9
2,8,3,18,5
2,8,4,19,8
2,8,5,26,9
2,9,0,20,7
2,9,1,13,7
2,9,2,13,8
2,9,3,17,4
2,9,4,14,8
2,9,5,21,6
2,10,0,25,4
2,10,1,18,6
2,10,2,15,8
2,10,3,15,5
2,10,4,25,9
2,10,5,25,5
2,11,0,16,5
2,11,1,28,3
2,11,2,18,5
2,11,3,17,2
2,11,4,24,2
2,11,5,18,7
3,12,0,3,1
3,12,1,3,2
3,12,2,13,1
3,12,3,16,4
3,12,4,13,3
3,12,5,11,2
3,13,0,3,8
3,13,1,11,5
3,13,2,9,8
3,13,3,14,8
3,13,4,13,9
3,13,5,13,6
3,14,0,9,5
3,14,1,11,4
3,14,2,6,6
3,14,3,4,6
3,14,4,12,2
3,14,5,11,2
3,15,0,24,7
3,15,1,17,8
3,15,2,27,5
3,15,3,26,8
3,15,4,20,4
3,15,5,18,7
4,16,0,21,9
4,16,1,14,6
4,16,2,15,5
4,16,3,12,7
4,16,4,21,9
4,16,5,17,5
4,17,0,24,8
4,17,1,27,5
4,17,2,30,7
4,17,3,23,4
4,17,4,20,7
4,17,5,26,3
4,18,0,12,5
4,18,1,10,3
4,18,2,19,3
4,18,3,16,6
4,18,4,8,4
4,18,5,16,6
4,19,0,13,5
4,19,1,12,4
4,19,2,17,5
4,19,3,11,3
4,19,4,15,2
4,19,5,16,6
5,20,0,21,9
5,20,1,21,5
5,20,2,20,5
