job,operation,machine,processing_time,energy_consumption
0,0,0,10,7
0,0,1,12,3
0,0,2,10,7
0,1,0,10,7
0,1,1,11,6
0,1,2,12,5
0,2,0,6,3
0,2,1,15,8
0,2,2,14,6
0,3,0,7,4
0,3,1,10,5
0,3,2,10,7
1,4,0,4,2
1,4,1,11,3
1,4,2,8,4
1,5,0,18,4
1,5,1,15,6
1,5,2,13,8
1,6,0,32,7
1,6,1,24,7
1,6,2,26,2
1,7,0,17,5
1,7,1,21,10
1,7,2,25,8
2,8,0,14,6
2,8,1,17,10
2,8,2,15,9
2,9,0,11,2
2,9,1,11,7
2,9,2,9,7
2,10,0,21,3
2,10,1,10,8
2,10,2,15,5
2,11,0,30,7
2,11,1,23,5
2,11,2,24,3
3,12,0,22,4
3,12,1,17,4
3,12,2,8,8
3,13,0,23,5
3,13,1,19,4
3,13,2,20,3
3,14,0,8,1
3,14,1,1,4
3,14,2,13,4
3,15,0,24,8
3,15,1,26,8
3,15,2,27,6
4,16,0,19,2
4,16,1,20,4
4,16,2,14,3
4,17,0,28,8
4,17,1,29,5
4,17,2,15,6
4,18,0,11,6
4,18,1,20,6
4,18,2,22,10
4,19,0,14,6
4,19,1,14,5
4,19,2,2,5
5,20,0,6,8
5,20,1,12,4
5,20,2,9,9
5,21,0,4,7
5,21,1,4,9
5,21,2,7,9
5,22,0,7,5
5,22,1,9,6
5,22,2,6,2
5,23,0,6,2
5,23,1,12,5
5,23,2,10,2
6,24,0,14,5
6,24,1,22,8
6,24,2,26,7
6,25,0,13,3
6,25,1,23,6
6,25,2,23,3
6,26,0,28,4
6,26,1,32,9
6,26,2,25,8
6,27,0,8,4
6,27,1,17,5
6,27,2,9,2
7,28,0,28,10
7,28,1,14,10
7,28,2,22,9
7,29,0,6,7
7,29,1,11,6
7,29,2,4,6
7,30,0,1,5
7,30,1,7,7
7,30,2,1,5
7,31,0,10,5
7,31,1,6,1
7,31,2,11,1
8,32,0,23,3
8,32,1,10,7
8,32,2,14,4
8,33,0,24,2
8,33,1,19,5
8,33,2,15,2
8,34,0,17,5
8,34,1,26,7
8,34,2,17,9
8,35,0,21,5
8,35,1,29,9
8,35,2,26,6
9,36,0,27,2
9,36,1,26,5
9,36,2,23,4
9,37,0,19,5
9,37,1,18,5
9,37,2,16,7
9,38,0,11,2
9,38,1,12,7
9,38,2,10,4
9,39,0,17,6
9,39,1,10,8
9,39,2,15,3
10,40,0,9,1
10,40,1,7,6
10,40,2,4,6
10,41,0,18,4
10,41,1,23,4
10,41,2,18,5
10,42,0,22,3
10,42,1,8,6
10,42,2,16,2
10,43,0,14,8
10,43,1,18,9
10,43,2,17,4
11,44,0,21,7
11,44,1,18,7
11,44,2,29,4
11,45,0,9,2
11,45,1,21,2
11,45,2,12,4
11,46,0,20,6
11,46,1,17,7
11,46,2,12,7
11,47,0,24,2
11,47,1,13,5
11,47,2,26,1
