job,operation,machine,processing_time,energy_consumption
0,0,0,3,8
0,0,1,4,7
0,0,2,6,7
0,0,3,7,5
0,1,0,9,5
0,1,1,18,6
0,1,2,7,1
0,1,3,19,6
0,2,0,25,3
0,2,1,26,4
0,2,2,25,4
0,2,3,24,8
0,3,0,22,10
0,3,1,11,7
0,3,2,15,8
0,3,3,11,7
0,4,0,14,7
0,4,1,18,5
0,4,2,9,9
0,4,3,12,10
0,5,0,19,6
0,5,1,19,10
0,5,2,14,5
0,5,3,11,8
1,6,0,1,4
1,6,1,7,8
1,6,2,4,7
1,6,3,4,6
1,7,0,14,3
1,7,1,11,4
1,7,2,5,6
1,7,3,3,5
1,8,0,12,9
1,8,1,19,5
1,8,2,5,9
1,8,3,13,10
1,9,0,15,2
1,9,1,8,5
1,9,2,10,1
1,9,3,15,1
1,10,0,21,3
1,10,1,24,7
1,10,2,24,7
1,10,3,26,3
1,11,0,6,8
1,11,1,8,6
1,11,2,7,8
1,11,3,7,6
2,12,0,12,3
2,12,1,19,1
2,12,2,19,4
2,12,3,21,3
2,13,0,17,6
2,13,1,23,2
2,13,2,21,1
2,13,3,23,1
2,14,0,5,6
2,14,1,7,4
2,14,2,10,4
2,14,3,5,8
2,15,0,10,4
2,15,1,11,1
2,15,2,13,4
2,15,3,17,4
2,16,0,24,7
2,16,1,24,4
2,16,2,19,5
2,16,3,29,6
2,17,0,21,9
2,17,1,18,8
2,17,2,15,7
2,17,3,22,10
3,18,0,17,7
3,18,1,8,5
3,18,2,18,8
3,18,3,20,7
3,19,0,8,9
3,19,1,11,6
3,19,2,14,5
3,19,3,5,5
3,20,0,2,6
3,20,1,10,10
3,20,2,3,8
3,20,3,3,5
3,21,0,10,6
3,21,1,4,7
3,21,2,18,4
3,21,3,16,5
3,22,0,11,7
3,22,1,1,8
3,22,2,6,7
3,22,3,12,9
3,23,0,27,3
3,23,1,32,3
3,23,2,23,6
3,23,3,18,5
4,24,0,12,8
4,24,1,19,8
4,24,2,22,8
4,24,3,16,4
4,25,0,14,7
4,25,1,18,6
4,25,2,14,3
4,25,3,23,5
4,26,0,19,2
4,26,1,17,5
4,26,2,26,5
4,26,3,12,6
4,27,0,24,6
4,27,1,28,4
4,27,2,15,2
4,27,3,15,2
4,28,0,14,6
4,28,1,9,10
4,28,2,12,10
4,28,3,11,7
4,29,0,14,8
4,29,1,15,8
4,29,2,22,9
4,29,3,17,8
5,30,0,23,10
5,30,1,27,7
5,30,2,19,6
5,30,3,28,7
5,31,0,21,8
5,31,1,15,8
5,31,2,8,8
5,31,3,9,10
5,32,0,26,6
5,32,1,21,7
5,32,2,29,10
5,32,3,16,7
5,33,0,7,3
5,33,1,13,3
5,33,2,13,2
5,33,3,11,2
5,34,0,22,6
5,34,1,16,6
5,34,2,20,3
5,34,3,20,8
5,35,0,8,9
5,35,1,12,8
5,35,2,10,6
5,35,3,17,10
6,36,0,12,3
6,36,1,17,7
6,36,2,14,3
6,36,3,20,6
6,37,0,17,8
6,37,1,28,4
6,37,2,23,8
6,37,3,22,6
6,38,0,9,1
6,38,1,20,5
6,38,2,17,1
6,38,3,15,1
6,39,0,10,4
6,39,1,15,7
6,39,2,7,4
6,39,3,11,9
6,40,0,7,4
6,40,1,5,6
6,40,2,6,5
6,40,3,4,7
6,41,0,22,6
6,41,1,13,5
6,41,2,12,9
6,41,3,18,5
7,42,0,16,4
7,42,1,12,2
7,42,2,13,6
7,42,3,12,5
7,43,0,9,6
7,43,1,2,9
7,43,2,6,7
7,43,3,1,7
7,44,0,13,2
7,44,1,16,4
7,44,2,11,2
7,44,3,2,3
7,45,0,14,7
7,45,1,7,6
7,45,2,6,6
7,45,3,17,9
7,46,0,27,2
7,46,1,26,2
7,46,2,18,4
7,46,3,22,1
7,47,0,26,8
7,47,1,18,9
7,47,2,21,6
7,47,3,17,5
8,48,0,7,6
8,48,1,6,5
8,48,2,11,5
8,48,3,12,5
8,49,0,23,7
8,49,1,13,6
8,49,2,17,7
8,49,3,14,3
8,50,0,4,7
8,50,1,11,8
8,50,2,3,5
8,50,3,11,7
8,51,0,13,7
8,51,1,23,5
8,51,2,21,4
8,51,3,10,7
8,52,0,12,4
8,52,1,4,5
8,52,2,4,5
8,52,3,9,4
8,53,0,18,7
8,53,1,21,3
8,53,2,30,3
8,53,3,27,8
9,54,0,19,4
9,54,1,18,3
9,54,2,22,7
9,54,3,23,6
9,55,0,11,4
9,55,1,5,4
9,55,2,5,3
9,55,3,2,5
9,56,0,18,1
9,56,1,19,2
9,56,2,19,6
9,56,3,14,6
9,57,0,11,9
9,57,1,9,7
9,57,2,17,8
9,57,3,6,9
9,58,0,18,7
9,58,1,15,6
9,58,2,28,5
9,58,3,20,6
9,59,0,29,4
9,59,1,22,7
9,59,2,20,4
9,59,3,28,6
