job,operation,machine,processing_time,energy_consumption
0,0,0,19,9
0,0,1,25,9
0,0,2,21,9
0,0,3,25,7
0,1,0,29,9
0,1,1,24,6
0,1,2,20,8
0,1,3,29,8
0,2,0,30,4
0,2,1,26,6
0,2,2,31,4
0,2,3,21,7
0,3,0,8,8
0,3,1,8,9
0,3,2,12,6
0,3,3,9,6
1,4,0,12,6
1,4,1,2,1
1,4,2,7,1
1,4,3,8,2
1,5,0,1,6
1,5,1,11,6
1,5,2,8,5
1,5,3,1,7
1,6,0,22,9
1,6,1,18,9
1,6,2,13,7
1,6,3,20,9
1,7,0,27,7
1,7,1,18,4
1,7,2,16,7
1,7,3,20,7
2,8,0,21,5
2,8,1,17,8
2,8,2,27,3
2,8,3,17,5
2,9,0,2,3
2,9,1,6,4
2,9,2,10,6
2,9,3,4,1
2,10,0,13,9
2,10,1,20,4
2,10,2,25,9
2,10,3,22,7
2,11,0,16,5
2,11,1,14,5
2,11,2,8,2
2,11,3,5,6
3,12,0,29,6
3,12,1,28,8
3,12,2,29,6
3,12,3,17,3
3,13,0,15,7
3,13,1,20,6
3,13,2,22,6
3,13,3,24,5
3,14,0,1,7
3,14,1,10,4
3,14,2,6,4
3,14,3,5,5
3,15,0,21,3
3,15,1,26,2
3,15,2,21,7
3,15,3,21,7
4,16,0,15,7
4,16,1,9,9
4,16,2,7,6
4,16,3,21,7
4,17,0,23,1
4,17,1,17,5
4,17,2,17,4
4,17,3,9,2
4,18,0,5,5
4,18,1,8,4
4,18,2,9,8
4,18,3,6,5
4,19,0,1,5
4,19,1,6,9
4,19,2,11,9
4,19,3,5,6
5,20,0,22,9
5,20,1,18,6
5,20,2,30,10
5,20,3,22,6
5,21,0,10,8
5,21,1,14,8
5,21,2,3,8
5,21,3,3,4
5,22,0,12,5
5,22,1,6,4
5,22,2,9,8
5,22,3,11,6
5,23,0,2,2
5,23,1,6,6
5,23,2,13,4
5,23,3,7,1
6,24,0,26,3
6,24,1,26,5
6,24,2,16,5
6,24,3,27,2
6,25,0,19,3
6,25,1,25,5
6,25,2,26,3
6,25,3,27,1
6,26,0,16,3
6,26,1,15,4
6,26,2,21,5
6,26,3,16,7
6,27,0,5,3
6,27,1,8,7
6,27,2,11,3
6,27,3,12,2
7,28,0,9,8
7,28,1,8,8
7,28,2,7,6
7,28,3,9,6
7,29,0,6,3
7,29,1,15,4
7,29,2,13,1
7,29,3,12,4
7,30,0,8,6
7,30,1,9,6
7,30,2,11,3
7,30,3,14,6
7,31,0,4,6
7,31,1,7,9
7,31,2,11,9
7,31,3,1,10
8,32,0,15,5
8,32,1,10,10
8,32,2,21,8
8,32,3,21,9
8,33,0,13,5
8,33,1,7,5
8,33,2,3,3
8,33,3,15,5
8,34,0,13,6
8,34,1,14,10
8,34,2,15,9
8,34,3,14,5
8,35,0,25,5
8,35,1,29,9
8,35,2,30,9
8,35,3,27,5
9,36,0,22,8
9,36,1,11,7
9,36,2,15,10
9,36,3,10,10
9,37,0,11,9
9,37,1,11,6
9,37,2,13,6
9,37,3,9,8
9,38,0,6,6
9,38,1,8,3
9,38,2,2,3
9,38,3,4,3
9,39,0,18,4
9,39,1,6,3
9,39,2,12,5
9,39,3,16,3
