job,operation,machine,processing_time,energy_consumption
0,0,0,16,6
0,0,1,17,7
0,0,2,14,8
0,0,3,19,8
0,1,0,13,5
0,1,1,7,6
0,1,2,12,2
0,1,3,17,3
0,2,0,18,7
0,2,1,12,5
0,2,2,20,8
0,2,3,24,9
0,3,0,3,7
0,3,1,8,2
0,3,2,4,5
0,3,3,4,2
1,4,0,15,9
1,4,1,16,9
1,4,2,28,10
1,4,3,29,5
1,5,0,16,1
1,5,1,15,1
1,5,2,21,3
1,5,3,18,3
1,6,0,11,1
1,6,1,7,3
1,6,2,8,4
1,6,3,10,5
1,7,0,23,6
1,7,1,13,6
1,7,2,24,9
1,7,3,16,6
2,8,0,16,2
2,8,1,14,2
2,8,2,20,6
2,8,3,12,3
2,9,0,5,3
2,9,1,12,6
2,9,2,3,4
2,9,3,5,3
2,10,0,15,2
2,10,1,18,3
2,10,2,21,5
2,10,3,25,5
2,11,0,5,9
2,11,1,3,6
2,11,2,8,9
2,11,3,13,9
3,12,0,12,7
3,12,1,9,4
3,12,2,9,5
3,12,3,20,3
3,13,0,16,5
3,13,1,13,6
3,13,2,21,6
3,13,3,19,7
3,14,0,7,4
3,14,1,7,3
3,14,2,7,1
3,14,3,2,6
3,15,0,10,5
3,15,1,1,4
3,15,2,2,6
3,15,3,3,6
4,16,0,10,4
4,16,1,11,4
4,16,2,2,3
4,16,3,4,3
4,17,0,6,10
4,17,1,6,6
4,17,2,6,10
4,17,3,3,7
4,18,0,16,5
4,18,1,20,5
4,18,2,18,4
4,18,3,14,7
4,19,0,26,5
4,19,1,15,6
4,19,2,26,2
4,19,3,18,4
5,20,0,6,5
5,20,1,8,3
5,20,2,1,2
5,20,3,3,5
5,21,0,10,9
5,21,1,17,7
5,21,2,12,6
5,21,3,13,10
5,22,0,19,6
5,22,1,27,6
5,22,2,17,3
5,22,3,20,8
5,23,0,16,6
5,23,1,17,9
5,23,2,9,7
5,23,3,18,5
6,24,0,20,1
6,24,1,23,2
6,24,2,21,4
6,24,3,22,2
6,25,0,10,5
6,25,1,8,3
6,25,2,5,7
6,25,3,5,4
6,26,0,18,7
6,26,1,21,2
6,26,2,9,4
6,26,3,15,7
6,27,0,19,3
6,27,1,9,3
6,27,2,16,3
6,27,3,23,3
7,28,0,16,5
7,28,1,14,9
7,28,2,7,6
7,28,3,18,9
7,29,0,7,6
7,29,1,9,6
7,29,2,17,6
7,29,3,9,7
7,30,0,10,1
7,30,1,19,1
7,30,2,13,6
7,30,3,11,4
7,31,0,9,6
7,31,1,17,5
7,31,2,15,6
7,31,3,18,5
8,32,0,23,7
8,32,1,31,7
8,32,2,17,9
8,32,3,22,10
8,33,0,7,4
8,33,1,3,8
8,33,2,7,5
8,33,3,1,5
8,34,0,14,6
8,34,1,4,2
8,34,2,11,5
8,34,3,18,6
8,35,0,13,3
8,35,1,3,7
8,35,2,1,5
8,35,3,15,4
9,36,0,9,3
9,36,1,8,5
9,36,2,7,3
9,36,3,8,2
9,37,0,26,5
9,37,1,19,8
9,37,2,20,4
9,37,3,26,7
9,38,0,22,10
9,38,1,21,8
9,38,2,19,6
9,38,3,28,8
9,39,0,14,6
9,39,1,10,9
9,39,2,11,8
9,39,3,16,5
